id|name|district_id|population|voting_population|total_votes|average_democrat_votes|state_id|neighbors|geometry
3115342P|La Vista 2-1 Precinct|NE02|1506|1052|622.0|0.449768|NE|3115340P,3115335P,3115339P,3115341P,3115320P,3115337P|"{""type"": ""Polygon"", ""coordinates"": [[[-96.03580903973375, 41.18317201152765], [-96.0352550297878, 41.18321001399953], [-96.03394202184332, 41.18390000200793], [-96.02758704240345, 41.183878989582716], [-96.02751699315851, 41.18269899181842], [-96.02678300650085, 41.18185999569753], [-96.0257110169322, 41.1805420063351], [-96.02559899061166, 41.17989500374513], [-96.02863603203274, 41.17992000853113], [-96.02874595949952, 41.17619300465386], [-96.03003596750466, 41.176203991150466], [-96.03753202378346, 41.1762319977115], [-96.03736000522566, 41.17717101297639], [-96.03696498345363, 41.17780099550194], [-96.03424198302952, 41.18027100608539], [-96.03348097362942, 41.18117000768913], [-96.0359700393092, 41.1829720032574], [-96.03580903973375, 41.18317201152765]]]}"
3115343P|La Vista 1-1 Precinct|NE02|1042|732|346.0|0.525471|NE|3115340P,3115339P,3115341P,310553P,31055228P|"{""type"": ""Polygon"", ""coordinates"": [[[-96.02371701838803, 41.1830920142231], [-96.02371299558494, 41.18783499887703], [-96.0254039721145, 41.18750501374798], [-96.02706503997767, 41.1875120078838], [-96.02662900310467, 41.18937899188147], [-96.02619803846164, 41.19067999119723], [-96.02382502190551, 41.19065000346468], [-96.01900902700055, 41.19072498780493], [-96.01898401565965, 41.18708200361075], [-96.0093840333699, 41.18705000468893], [-96.00937799916528, 41.18410400263897], [-96.01050403421878, 41.1842619860588], [-96.01050901899652, 41.183612011711546], [-96.01306201226436, 41.18363200353325], [-96.0130640236659, 41.18427099138389], [-96.01414799419155, 41.18427798551971], [-96.01416198655008, 41.18457801293396], [-96.01892498539706, 41.18458599765554], [-96.0189299701748, 41.18318599979929], [-96.02003300528895, 41.18320100867444], [-96.02001997490505, 41.18277100440139], [-96.02371500698649, 41.182787994448056], [-96.02371701838803, 41.1830920142231]]]}"
3115344P|Bellevue 5-5 Precinct|NE02|1274|933|637.0|0.47766|NE|3115340P,3115346P,3115347P,3115349P,3115345P,31055245P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.99741803070327, 41.17645199780345], [-95.99780299546761, 41.1772469879024], [-95.99861796290031, 41.17824901042517], [-96.00013901972585, 41.17980801230476], [-96.00327199625518, 41.183447994723906], [-96.00280596326355, 41.18346501478833], [-96.00277797854648, 41.18340900166627], [-95.99731597393819, 41.18343598762379], [-95.99731501196354, 41.18381301056756], [-95.99193302615564, 41.18388499313278], [-95.99194299571109, 41.18869299623386], [-95.99200701075141, 41.19072600840844], [-95.98662004016577, 41.19075698672675], [-95.98654596811775, 41.18312899609147], [-95.98650897581987, 41.18047299552716], [-96.00051497690937, 41.18038999644758], [-95.99771799188947, 41.17729201452785], [-95.99741803070327, 41.17645199780345]]]}"
3115346P|Bellevue 5-7 Precinct|NE02|1030|751|413.0|0.503119|NE|3115340P,3115347P,3115344P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.98650897581987, 41.18047299552716], [-95.9864439988049, 41.17414600420764], [-95.98747199989637, 41.17392099115139], [-95.99676100201759, 41.17387401337217], [-95.99682396763102, 41.17373599175629], [-95.99741803070327, 41.17645199780345], [-95.99771799188947, 41.17729201452785], [-96.00051497690937, 41.18038999644758], [-95.98650897581987, 41.18047299552716]]]}"
3115347P|Bellevue 5-4 Precinct|NE02|1917|1413|907.0|0.458719|NE|3115356P,3115340P,3115346P,3115344P,3115350P,3115349P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.98643700262564, 41.170778012623956], [-95.9864439988049, 41.17414600420764], [-95.98650897581987, 41.18047299552716], [-95.98654596811775, 41.18312899609147], [-95.98406503549639, 41.18312899609147], [-95.98254004332001, 41.183434006452266], [-95.98122703537553, 41.18409499731388], [-95.97988901609015, 41.18433099686674], [-95.97691703913627, 41.18434600574189], [-95.97686902785603, 41.18139799250266], [-95.97628895714232, 41.1815170128826], [-95.97397602027566, 41.18282800810921], [-95.97333700675159, 41.18212400181142], [-95.97259602391466, 41.18200501144923], [-95.97259602391466, 41.18131799519811], [-95.9721500174862, 41.18130898987302], [-95.97136198534368, 41.1812370073078], [-95.96732501500043, 41.18125399735447], [-95.96728102652327, 41.1759120084933], [-95.97196802937295, 41.17589498842888], [-95.97327998789054, 41.17573100145899], [-95.97326503355735, 41.17448499466178], [-95.97687698600996, 41.17450798825851], [-95.97687698600996, 41.1753719891654], [-95.9792669683008, 41.17536199325455], [-95.97926495689927, 41.17441301209656], [-95.98165502664237, 41.174421987403896], [-95.98162398109686, 41.17079401208487], [-95.98643700262564, 41.170778012623956]]]}"
3115359P|Bellevue 4-6 Precinct|NE02|1921|1418|678.0|0.48142|NE|3115358P,3115356P,3115340P,3115354P,3115361P|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-95.95618902155195, 41.17639799587066], [-95.95264397006362, 41.17639001114908], [-95.95265498904597, 41.1777620024443], [-95.9477959676385, 41.17778301486951], [-95.94773903622969, 41.176432996567506], [-95.9476549946262, 41.17368499159853], [-95.94747003313677, 41.171658012991756], [-95.94774096017899, 41.16862498948368], [-95.94772303246961, 41.16558599244329], [-95.94790904338595, 41.16558599244329], [-95.94785595987574, 41.16188300276626], [-95.95106598182927, 41.16186799389111], [-95.95103502373601, 41.16283498569928], [-95.94999399226064, 41.16283900807782], [-95.95018901075778, 41.16355000851143], [-95.95034100275242, 41.16653998656558], [-95.95132396593986, 41.166535994204786], [-95.95132099256367, 41.16740200630095], [-95.95493303246852, 41.167443010547856], [-95.9553960046317, 41.16696900025287], [-95.95577301124212, 41.16477998582998], [-95.95612797988782, 41.16187399744117], [-95.95930100954347, 41.1618269896442], [-95.95947399007592, 41.16087398610767], [-95.9628509583573, 41.16146101323254], [-95.96507303234567, 41.16170001456043], [-95.96745295762884, 41.1618120107868], [-95.96723703804611, 41.16345599291749], [-95.96727604174554, 41.16672900833922], [-95.96948700929933, 41.16673600247504], [-95.96951403204176, 41.1682419930076], [-95.96232904338375, 41.168190002264076], [-95.96233201675994, 41.168956985802], [-95.95993696223911, 41.168968992902116], [-95.95923498310161, 41.16910800510376], [-95.95952899753543, 41.170123985880416], [-95.9595910011742, 41.17119799096841], [-95.9591650213089, 41.172354995135976], [-95.95759096842541, 41.17469800061791], [-95.95618902155195, 41.17639799587066]]], [[[-95.95778004017018, 41.18000600938574], [-95.95770002136977, 41.18058301058201], [-95.95395496660657, 41.180584001167766], [-95.95410695860122, 41.18003500653253], [-95.9536139903194, 41.180052987164956], [-95.95432899984078, 41.17854498544313], [-95.95498996387732, 41.17820500440323], [-95.95770203277132, 41.17819098611384], [-95.95770203277132, 41.17702998958548], [-95.95820103525774, 41.17727499446343], [-95.95996503440843, 41.17727400387767], [-95.95997404198924, 41.17863398807277], [-95.9577670097863, 41.17864401400137], [-95.95778004017018, 41.18000600938574]]]]}"
3115345P|Bellevue 5-6 Precinct|NE02|1098|822|482.0|0.488514|NE|3115340P,3115344P,31055245P,31055420.2P,31055426.2P|"{""type"": ""Polygon"", ""coordinates"": [[[-96.00280596326355, 41.18346501478833], [-96.00460398133593, 41.18554899710292], [-96.00459995853286, 41.18514901058017], [-96.00619202657798, 41.18693299549826], [-96.00864995926, 41.1899670095921], [-96.00913400741324, 41.19070001303668], [-96.00496402221162, 41.19066699351135], [-95.99982104337803, 41.19068401357577], [-95.99200701075141, 41.19072600840844], [-95.99194299571109, 41.18869299623386], [-95.99193302615564, 41.18388499313278], [-95.99731501196354, 41.18381301056756], [-95.99731597393819, 41.18343598762379], [-96.00277797854648, 41.18340900166627], [-96.00280596326355, 41.18346501478833]]]}"
3115349P|Bellevue 5-3 Precinct|NE02|1709|1301|779.0|0.496641|NE|3115347P,3115344P,3115350P,31055245P,31055249P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.9721500174862, 41.18130898987302], [-95.97259602391466, 41.18131799519811], [-95.97259602391466, 41.18200501144923], [-95.97333700675159, 41.18212400181142], [-95.97397602027566, 41.18282800810921], [-95.97628895714232, 41.1815170128826], [-95.97686902785603, 41.18139799250266], [-95.97691703913627, 41.18434600574189], [-95.97988901609015, 41.18433099686674], [-95.98122703537553, 41.18409499731388], [-95.98254004332001, 41.183434006452266], [-95.98406503549639, 41.18312899609147], [-95.98654596811775, 41.18312899609147], [-95.98662004016577, 41.19075698672675], [-95.97701498564605, 41.19080000216293], [-95.97221595647582, 41.1908220051739], [-95.9721500174862, 41.18130898987302]]]}"
3115350P|Bellevue 5-2 Precinct|NE02|974|706|339.0|0.502733|NE|3115356P,3115347P,3115349P,3115352P,31055249P,31055224P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.9721500174862, 41.18130898987302], [-95.97221595647582, 41.1908220051739], [-95.96739602622002, 41.19084899113142], [-95.96358599444184, 41.19086400000657], [-95.96355503634857, 41.18864499785113], [-95.96298301124101, 41.18750000078368], [-95.96283897740028, 41.18633399129102], [-95.96203896430077, 41.18544798737316], [-95.96194101779099, 41.183612011711546], [-95.96736095787143, 41.18358799751131], [-95.96732501500043, 41.18125399735447], [-95.97136198534368, 41.1812370073078], [-95.9721500174862, 41.18130898987302]]]}"
3115354P|Highland 1 Precinct|NE02|135|110|62.0|0.592065|NE|3115356P,3115359P,3115353P,3115361P,3115352P,3115389P|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-95.9600850188829, 41.1819019905302], [-95.96007198849902, 41.18361501348658], [-95.95820497060859, 41.183626990568946], [-95.95822797054794, 41.18191000526953], [-95.9600850188829, 41.1819019905302]]], [[[-95.93828501172995, 41.17643098537824], [-95.94773903622969, 41.176432996567506], [-95.9477959676385, 41.17778301486951], [-95.94787397503735, 41.18365598771574], [-95.93984297340113, 41.18368000191598], [-95.93978403059077, 41.18340900166627], [-95.9368719584219, 41.18348599719579], [-95.93704896175743, 41.18259200855635], [-95.93820000815182, 41.18021601356684], [-95.9381819929902, 41.17643098537824], [-95.93828501172995, 41.17643098537824]]]]}"
3115353P|Bellevue 4-4 Precinct|NE02|1215|897|493.0|0.477843|NE|3115355P,3115358P,3115356P,3115379P,3115354P,3115361P,3115365P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.93828501172995, 41.17643098537824], [-95.9381819929902, 41.17643098537824], [-95.92726602937975, 41.17646100312854], [-95.91912203944833, 41.176460012542776], [-95.91925697825599, 41.174576999066446], [-95.91822399238677, 41.172932986918006], [-95.91810103453611, 41.169656009153236], [-95.91663996994782, 41.16741698515835], [-95.9191710127032, 41.16742298870841], [-95.91940197407136, 41.16782600702394], [-95.92495099365934, 41.16786701127085], [-95.9252799889895, 41.16734800436816], [-95.927798001361, 41.16735499850398], [-95.93011898383381, 41.16736799618986], [-95.93007499535665, 41.17283500898103], [-95.93816196642703, 41.17281600774509], [-95.93828203835376, 41.17358998541883], [-95.93828501172995, 41.17643098537824]]]}"
3115352P|Bellevue 5-1 Precinct|NE02|1585|1094|283.0|0.461838|NE|3115356P,3115354P,3115361P,3115350P,3115389P,31055224P,31055257P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.94793300529994, 41.190953002636206], [-95.94787397503735, 41.18365598771574], [-95.95820497060859, 41.183626990568946], [-95.96007198849902, 41.18361501348658], [-95.96194101779099, 41.183612011711546], [-95.96203896430077, 41.18544798737316], [-95.96283897740028, 41.18633399129102], [-95.96298301124101, 41.18750000078368], [-95.96355503634857, 41.18864499785113], [-95.96358599444184, 41.19086400000657], [-95.95769302519051, 41.19087600710669], [-95.94793300529994, 41.190953002636206]]]}"
3115389P|Bellevue 2-6 Precinct|NE02|1195|819|314.0|0.541275|NE|3115354P,3115361P,3115365P,3115352P,31055237P,31055257P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.93275103392742, 41.18371599319859], [-95.93984297340113, 41.18368000191598], [-95.94787397503735, 41.18365598771574], [-95.94793300529994, 41.190953002636206], [-95.94297000317808, 41.190998989829666], [-95.93953199323258, 41.1910969977844], [-95.93829996606314, 41.19109999955943], [-95.93275103392742, 41.18371599319859]]]}"
3115356P|Highland 2 Precinct|NE02|3046|2212|1365.0|0.418635|NE|3115369P,3115395P,3115371P,3115368P,3115367P,3115377P,3115362P,3115358P,3115340P,3115379P,3115359P,3115353P,3115347P,3115354P,3115361P,3115365P,3115350P,3115352P|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-95.90938195866867, 41.176487989086056], [-95.90938501949711, 41.17757799363496], [-95.91419498019745, 41.17757400127417], [-95.91419602962434, 41.178389013212566], [-95.9175179904462, 41.178389013212566], [-95.91751903987308, 41.17912300724291], [-95.91873803665864, 41.179117994278606], [-95.91915203556694, 41.17987699309495], [-95.9191859670364, 41.182201987926696], [-95.92149199517601, 41.18219898615167], [-95.922138966854, 41.18252900129847], [-95.92373103489913, 41.18279198680885], [-95.92377703477783, 41.187158999140266], [-95.92224697037149, 41.18713999790433], [-95.92078301985924, 41.188070998429886], [-95.91956096224527, 41.18690099657644], [-95.91720001409838, 41.185906988793], [-95.91611901694893, 41.18527898743897], [-95.91419996497518, 41.18503998611108], [-95.91250601506944, 41.18463798839906], [-95.91136502568276, 41.1846420107776], [-95.91023601725306, 41.18440300944971], [-95.90758000524546, 41.18436800875286], [-95.90559099147902, 41.18452800336196], [-95.90134798365625, 41.18471798570361], [-95.9005100162842, 41.18460899125227], [-95.89815501488968, 41.18477498941143], [-95.89118699524128, 41.18572099881214], [-95.88784002307854, 41.186238985111316], [-95.8855159797773, 41.18677300088916], [-95.88065800779671, 41.187662997167806], [-95.87713298287154, 41.18796101339279], [-95.86762403836454, 41.18841599243409], [-95.86630403424078, 41.1882770102502], [-95.86379704085164, 41.18824501132838], [-95.86165900846673, 41.18796500575358], [-95.86044001168118, 41.18766599894284], [-95.8580320142287, 41.18733001026373], [-95.85612503066419, 41.18694899495917], [-95.85231403691137, 41.18583299503851], [-95.8503739963998, 41.18508999568308], [-95.848798019567, 41.18429599616989], [-95.84724101987047, 41.18335100737269], [-95.84543303224262, 41.18192999709123], [-95.84417503175764, 41.18041100887279], [-95.84335096929189, 41.17967701484245], [-95.84274597468952, 41.1781269882702], [-95.84218802939274, 41.17742100080089], [-95.84161600428519, 41.17546900653437], [-95.84161101950745, 41.17392501352993], [-95.84203901077429, 41.1713669909026], [-95.84273102035633, 41.17003099088999], [-95.84344296904929, 41.16909599800364], [-95.845450959952, 41.16742298870841], [-95.84695697499211, 41.166604014426966], [-95.84793801423024, 41.16623899858332], [-95.85088200646703, 41.16567400448717], [-95.85345100349497, 41.16551800223886], [-95.85681301744314, 41.16593500882603], [-95.86326095861507, 41.16749500129138], [-95.86439897462557, 41.16785899653152], [-95.86592903903191, 41.16812900619547], [-95.8673090353929, 41.16815299037796], [-95.87057397735371, 41.16778401219127], [-95.87369199954986, 41.166641986881096], [-95.87579802441459, 41.16526801441436], [-95.87736796704277, 41.16391400375157], [-95.87917096989288, 41.16196801303511], [-95.8799590020354, 41.1609469892764], [-95.88106203714956, 41.15884100395084], [-95.88147699803251, 41.15836099010579], [-95.88195798535732, 41.15693499687778], [-95.88253998002034, 41.15588101362924], [-95.88271803278276, 41.15493698540005], [-95.88618997419772, 41.15490399589247], [-95.88633803084151, 41.15520201211745], [-95.88697197213563, 41.15927899294547], [-95.89048702750533, 41.159580010945476], [-95.89064898905542, 41.15834901302342], [-95.89099503757257, 41.15754399699587], [-95.89211503842145, 41.15762798666121], [-95.89184603532851, 41.15968099065749], [-95.89320504315171, 41.15978299097301], [-95.89293499063189, 41.16183698555505], [-95.89430300603588, 41.16193898587057], [-95.89685599930374, 41.162096008722386], [-95.89686203350836, 41.16568099862299], [-95.89929600427638, 41.16569399630887], [-95.89928900809711, 41.16741998693338], [-95.89828295751809, 41.16742199812265], [-95.89767201616334, 41.16794799916116], [-95.89773297037523, 41.16869300970586], [-95.89858501755808, 41.16997900014647], [-95.90021600185038, 41.1699769889572], [-95.90023200561046, 41.1697919895621], [-95.90311102083228, 41.169312996320556], [-95.90640001215934, 41.16927700503795], [-95.90639301598007, 41.174169988390126], [-95.90445900967313, 41.17341501195233], [-95.90362900045498, 41.17323700669305], [-95.90363599663426, 41.17482800749446], [-95.90937898529249, 41.17482299453016], [-95.90938195866867, 41.176487989086056]]], [[[-95.94058098286187, 41.159081986450246], [-95.94022102943843, 41.1601920128386], [-95.94238398571198, 41.160240011221326], [-95.94238197431044, 41.16190599636299], [-95.93810599699287, 41.161912990498806], [-95.93809401603588, 41.1603019978757], [-95.93660304278121, 41.15900000797418], [-95.93931397479608, 41.15921001215528], [-95.93929202428362, 41.15899001206333], [-95.94058098286187, 41.159081986450246]]], [[[-95.9290639599999, 41.15711999627288], [-95.92896697546477, 41.15701898654312], [-95.93091497413025, 41.15416600950134], [-95.93425197673754, 41.15061499969408], [-95.93476698298404, 41.14897299873491], [-95.93456295690609, 41.14466599188634], [-95.9343980219798, 41.14377998796848], [-95.93811998935142, 41.14376098673254], [-95.93813800451304, 41.14009999188818], [-95.94084797455326, 41.13977601030919], [-95.94212801300294, 41.13952299069191], [-95.94555001918836, 41.13865298623496], [-95.94557100772617, 41.13845600975749], [-95.94587201833926, 41.13898501257103], [-95.94688296624376, 41.13890900762727], [-95.94696700784725, 41.13838399717452], [-95.94748498746995, 41.13872598940369], [-95.95287003410628, 41.13804299553111], [-95.95293702252279, 41.13868600576029], [-95.9546509989917, 41.13883201209775], [-95.9575710293145, 41.13933601012529], [-95.96028895750862, 41.140025007547926], [-95.96209397176028, 41.14026599004734], [-95.96391402779736, 41.14099599171689], [-95.96478496466423, 41.14157698527395], [-95.96575996969774, 41.14253401118902], [-95.96655902082261, 41.14280300024946], [-95.96659102834278, 41.14421800698086], [-95.96678403543838, 41.14422701230595], [-95.9669060313144, 41.1498369996418], [-95.96651197151702, 41.15639500756763], [-95.96667297109246, 41.158137988238806], [-95.9621920057223, 41.15818700722505], [-95.96221797903783, 41.16021698760685], [-95.96395897824917, 41.16020299933521], [-95.96387895944876, 41.16143000489648], [-95.96259699704979, 41.16097400525167], [-95.95947399007592, 41.16087398610767], [-95.95930100954347, 41.1618269896442], [-95.95612797988782, 41.16187399744117], [-95.95577301124212, 41.16477998582998], [-95.9553960046317, 41.16696900025287], [-95.95493303246852, 41.167443010547856], [-95.95132099256367, 41.16740200630095], [-95.95132396593986, 41.166535994204786], [-95.95034100275242, 41.16653998656558], [-95.95018901075778, 41.16355000851143], [-95.94999399226064, 41.16283900807782], [-95.95103502373601, 41.16283498569928], [-95.95106598182927, 41.16186799389111], [-95.94785595987574, 41.16188300276626], [-95.94779999044158, 41.15946099056554], [-95.94786601688344, 41.15730199389295], [-95.9438870273759, 41.15731499157883], [-95.94285404150668, 41.15748300092726], [-95.94283296551663, 41.15463899919282], [-95.9477810133053, 41.15463599741779], [-95.94773798680279, 41.147484988834776], [-95.94761896430296, 41.14739799739441], [-95.93955201979574, 41.14808099126699], [-95.9375499756454, 41.14868299724926], [-95.93563101112389, 41.1499320058215], [-95.93155897243204, 41.153949011184416], [-95.93059603580778, 41.15508299173751], [-95.92921297861835, 41.15727500793543], [-95.9290639599999, 41.15711999627288]]], [[[-95.94772303246961, 41.16558599244329], [-95.94774096017899, 41.16862498948368], [-95.94747003313677, 41.171658012991756], [-95.9476549946262, 41.17368499159853], [-95.94773903622969, 41.176432996567506], [-95.93828501172995, 41.17643098537824], [-95.93828203835376, 41.17358998541883], [-95.93816196642703, 41.17281600774509], [-95.93007499535665, 41.17283500898103], [-95.93011898383381, 41.16736799618986], [-95.927798001361, 41.16735499850398], [-95.92778899378018, 41.16591300581506], [-95.92845800342288, 41.16591600759009], [-95.92851895763476, 41.16295199488995], [-95.92658398935318, 41.16294500075413], [-95.9258869949934, 41.1633620073413], [-95.92631795963644, 41.16194099705984], [-95.92663995878733, 41.16150399865097], [-95.92728395708914, 41.15966499119658], [-95.92860903344287, 41.15747900856647], [-95.92896697546477, 41.15760499306448], [-95.92825703817334, 41.15873600186029], [-95.9290639599999, 41.15886600873684], [-95.92907296758071, 41.16008298836951], [-95.93105402319324, 41.16009100310884], [-95.93104597758708, 41.15830500700148], [-95.9325819887458, 41.1586569951415], [-95.93525304253883, 41.15878198905375], [-95.9352720196751, 41.16182398786917], [-95.93218696697377, 41.161816993733346], [-95.93216396703441, 41.16553099992474], [-95.93813197030842, 41.16554798997141], [-95.93810800839442, 41.16221701027385], [-95.94013104108257, 41.16216601011609], [-95.94064700930373, 41.16309599003814], [-95.9417120026931, 41.16428898548832], [-95.94250099681027, 41.16561198781505], [-95.94772303246961, 41.16558599244329]]], [[[-95.95432899984078, 41.17854498544313], [-95.95565302676764, 41.17684399960462], [-95.95618902155195, 41.17639799587066], [-95.95759096842541, 41.17469800061791], [-95.9591650213089, 41.172354995135976], [-95.9595910011742, 41.17119799096841], [-95.95952899753543, 41.170123985880416], [-95.95923498310161, 41.16910800510376], [-95.95993696223911, 41.168968992902116], [-95.96233201675994, 41.168956985802], [-95.96232904338375, 41.168190002264076], [-95.96951403204176, 41.1682419930076], [-95.96948700929933, 41.16673600247504], [-95.96727604174554, 41.16672900833922], [-95.96723703804611, 41.16345599291749], [-95.96745295762884, 41.1618120107868], [-95.96889198425242, 41.1618320026085], [-95.98130600474904, 41.16175800885401], [-95.98129699716823, 41.16193001056323], [-95.98413998206682, 41.161871986251896], [-95.98435397770024, 41.16236598836859], [-95.98534096369075, 41.16301899450862], [-95.98625002973463, 41.16427598780244], [-95.98635698382523, 41.16494601400689], [-95.98643700262564, 41.170778012623956], [-95.98162398109686, 41.17079401208487], [-95.98165502664237, 41.174421987403896], [-95.97926495689927, 41.17441301209656], [-95.9792669683008, 41.17536199325455], [-95.97687698600996, 41.1753719891654], [-95.97687698600996, 41.17450798825851], [-95.97326503355735, 41.17448499466178], [-95.97327998789054, 41.17573100145899], [-95.97196802937295, 41.17589498842888], [-95.96728102652327, 41.1759120084933], [-95.96732501500043, 41.18125399735447], [-95.96736095787143, 41.18358799751131], [-95.96194101779099, 41.183612011711546], [-95.96007198849902, 41.18361501348658], [-95.9600850188829, 41.1819019905302], [-95.95998602294624, 41.17999898523217], [-95.95778004017018, 41.18000600938574], [-95.9577670097863, 41.17864401400137], [-95.95997404198924, 41.17863398807277], [-95.95996503440843, 41.17727400387767], [-95.95820103525774, 41.17727499446343], [-95.95770203277132, 41.17702998958548], [-95.95770203277132, 41.17819098611384], [-95.95498996387732, 41.17820500440323], [-95.95432899984078, 41.17854498544313]]]]}"
31153103P|Platford Springfield 4 Precinct|NE01|5680|3725|1981.0|0.349369|NE|311531P,3115390P,3115314P,3115313P,3115391P,3115312P,311537P,31153102P,311538P,31153101P|"{""type"": ""Polygon"", ""coordinates"": [[[-96.19669396529596, 41.17606398836307], [-96.19627095880685, 41.1786169980261], [-96.19402203698051, 41.17907500886018], [-96.18796299592377, 41.180066014868586], [-96.18639698864644, 41.18042100478364], [-96.18394902551987, 41.18122100784689], [-96.1775379891936, 41.18383000061423], [-96.17581404316924, 41.184286000259036], [-96.17427497118209, 41.18449501385438], [-96.16247897567173, 41.18480398655822], [-96.1604739581452, 41.18475400700397], [-96.15831896002557, 41.18451101331529], [-96.15837702831351, 41.18035598633649], [-96.15833199040947, 41.17620300056471], [-96.13892502637579, 41.17628900141932], [-96.13888602267636, 41.17309100035559], [-96.13890202643644, 41.16197101481014], [-96.13889503025717, 41.15913799957231], [-96.13897399963068, 41.155809991632026], [-96.1389359579059, 41.15249801317041], [-96.1389609692468, 41.14746499701308], [-96.14784296863897, 41.14721801096361], [-96.15492703741101, 41.147149990741426], [-96.15644896875895, 41.14707398579767], [-96.16258295638613, 41.14703799451506], [-96.17732801636326, 41.14702898918997], [-96.17733597451718, 41.157569001781866], [-96.17737900101969, 41.15959099744209], [-96.17735600108034, 41.17611099616004], [-96.19136296414449, 41.17603499121628], [-96.19669396529596, 41.17606398836307]]]}"
3115355P|Bellevue 4-3 Precinct|NE02|2003|1545|872.0|0.375866|NE|3115395P,3115372P,3115378P,3115358P,3115379P,3115353P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.9252799889895, 41.16734800436816], [-95.92495099365934, 41.16786701127085], [-95.91940197407136, 41.16782600702394], [-95.9191710127032, 41.16742298870841], [-95.91663996994782, 41.16741698515835], [-95.91624897097887, 41.16591300581506], [-95.91603497534545, 41.16387999364048], [-95.91522604211735, 41.16347499415343], [-95.91315001337124, 41.16349000302858], [-95.91246097716538, 41.16328900417257], [-95.91083296624927, 41.16242701445495], [-95.90965900736776, 41.16121000480453], [-95.90913202016426, 41.1599820086575], [-95.91545604151086, 41.15999998928993], [-95.91541799978609, 41.15699998530718], [-95.91752402465082, 41.1563670010066], [-95.91940101209671, 41.15635700509575], [-95.91775699742051, 41.15155401495897], [-95.91949003847792, 41.15223598822804], [-95.92039403229184, 41.15288701319655], [-95.92272096151703, 41.15502799921896], [-95.92375998159086, 41.15576799679936], [-95.92489397479828, 41.15630600493799], [-95.92617497522261, 41.15661900002037], [-95.92558799578185, 41.15865600455574], [-95.92521597394918, 41.16091499035458], [-95.9251210008156, 41.16394600267339], [-95.9252799889895, 41.16734800436816]]]}"
3115361P|Bellevue 4-5 Precinct|NE02|1489|937|656.0|0.536549|NE|3115356P,3115359P,3115353P,3115354P,3115365P,3115352P,3115389P|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-95.93984297340113, 41.18368000191598], [-95.93275103392742, 41.18371599319859], [-95.92726602937975, 41.17646100312854], [-95.9381819929902, 41.17643098537824], [-95.93820000815182, 41.18021601356684], [-95.93704896175743, 41.18259200855635], [-95.9368719584219, 41.18348599719579], [-95.93978403059077, 41.18340900166627], [-95.93984297340113, 41.18368000191598]]], [[[-95.9600850188829, 41.1819019905302], [-95.95822797054794, 41.18191000526953], [-95.95820497060859, 41.183626990568946], [-95.94787397503735, 41.18365598771574], [-95.9477959676385, 41.17778301486951], [-95.95265498904597, 41.1777620024443], [-95.95264397006362, 41.17639001114908], [-95.95618902155195, 41.17639799587066], [-95.95565302676764, 41.17684399960462], [-95.95432899984078, 41.17854498544313], [-95.9536139903194, 41.180052987164956], [-95.95410695860122, 41.18003500653253], [-95.95395496660657, 41.180584001167766], [-95.95770002136977, 41.18058301058201], [-95.95778004017018, 41.18000600938574], [-95.95998602294624, 41.17999898523217], [-95.9600850188829, 41.1819019905302]]]]}"
3115378P|Bellevue 2-3 Precinct|NE02|1146|876|636.0|0.342132|NE|3115395P,3115372P,3115380P,3115355P,3115379P|"{""type"": ""Polygon"", ""coordinates"": [[[-95.90865601761718, 41.15125599873399], [-95.91623200524414, 41.15135700846375], [-95.91775699742051, 41.15155401495897], [-95.91940101209671, 41.15635700509575], [-95.91752402465082, 41.1563670010066], [-95.91541799978609, 41.15699998530718], [-95.91545604151086, 41.15999998928993], [-95.90913202016426, 41.1599820086575], [-95.90908103550782, 41.15847001457488], [-95.90702599529952, 41.15894498543788], [-95.9056290332038, 41.158751010735436], [-95.90502902337914, 41.1590019891457], [-95.90462604345319, 41.1597720044764], [-95.90401903744929, 41.16000800402926], [-95.90298797552938, 41.1599969875149], [-95.90231800391204, 41.15958400330627], [-95.9020269628544, 41.15822098731839], [-95.90353901209913, 41.15857399606192], [-95.90276899511824, 41.15726600261034], [-95.90280502544147, 41.15663199770625], [-95.90408899924199, 41.15650499260473], [-95.90473098614225, 41.15589599248664], [-95.90517296976763, 41.15585901061827], [-95.90628300106104, 41.15665099894219], [-95.9063150085812, 41.15404800972491], [-95.9065139624292, 41.15320901360402], [-95.9068830108857, 41.15294398688662], [-95.90902200524523, 41.152913999154066], [-95.90901203568978, 41.152171990384396], [-95.90865601761718, 41.15125599873399]]]}"
