id|name|district_id|population|voting_population|total_votes|average_democrat_votes|geometry|state_id|neighbors
31109187P|Rock Creek Precinct|NE01|582|445|290.0|0.417843|"{""type"": ""Polygon"", ""coordinates"": [[[-96.65481299999999, 41.045716999999996], [-96.652476, 41.045569], [-96.563469, 41.045342], [-96.563965, 41.030043], [-96.56727099999999, 40.95775], [-96.606984, 40.958042999999996], [-96.60958699999999, 40.958292], [-96.61340899999999, 40.95809], [-96.681336, 40.95861], [-96.68140299999999, 41.045657], [-96.65870799999999, 41.045601999999995], [-96.65690599999999, 41.045370999999996], [-96.65481299999999, 41.045716999999996]]]}"|NE|31109188P,31109194P,31109192P,31109186P,3115515P,3115514P
31109188P|Waverly 2 Precinct|NE01|588|462|278.0|0.427808|"{""type"": ""Polygon"", ""coordinates"": [[[-96.567506, 40.870863], [-96.567484, 40.893952], [-96.567143, 40.895844], [-96.567503, 40.897335999999996], [-96.567323, 40.926212], [-96.56800899999999, 40.927032], [-96.568006, 40.928746], [-96.56731599999999, 40.928743], [-96.56727099999999, 40.95775], [-96.563965, 41.030043], [-96.563469, 41.045342], [-96.50013, 41.045304], [-96.463869, 41.045083], [-96.463714, 40.870951], [-96.54944599999999, 40.87075], [-96.567506, 40.870863]], [[-96.520957, 40.928852], [-96.520977, 40.93313], [-96.52434, 40.933143], [-96.524428, 40.936249], [-96.525639, 40.936257999999995], [-96.525345, 40.935663], [-96.52565, 40.935362], [-96.525657, 40.928847999999995], [-96.520957, 40.928852]], [[-96.520957, 40.928852], [-96.520933, 40.92264], [-96.525673, 40.922601], [-96.525673, 40.925467999999995], [-96.53051599999999, 40.925514], [-96.53052, 40.926783], [-96.53357899999999, 40.926783], [-96.53357899999999, 40.92169], [-96.536281, 40.921654], [-96.537177, 40.921423999999995], [-96.53781599999999, 40.921065], [-96.539374, 40.922332999999995], [-96.539796, 40.922073], [-96.540066, 40.921619], [-96.540027, 40.914439], [-96.53786799999999, 40.914198], [-96.53793399999999, 40.914544], [-96.53767099999999, 40.914936999999995], [-96.537455, 40.914856], [-96.537156, 40.914117999999995], [-96.534801, 40.913655], [-96.534245, 40.912895999999996], [-96.554103, 40.902463999999995], [-96.55403, 40.902077999999996], [-96.55483199999999, 40.901765999999995], [-96.555149, 40.901894], [-96.557338, 40.900735999999995], [-96.557313, 40.900405], [-96.55899099999999, 40.899505], [-96.55921, 40.899505], [-96.559235, 40.899761999999996], [-96.56388, 40.897279999999995], [-96.563912, 40.896778999999995], [-96.56214299999999, 40.89483], [-96.561537, 40.894455], [-96.560469, 40.894224], [-96.55919899999999, 40.894310999999995], [-96.554057, 40.895483], [-96.538438, 40.900676], [-96.53482, 40.901716], [-96.528166, 40.903172], [-96.52089, 40.904433999999995], [-96.520894, 40.907088], [-96.515959, 40.90708], [-96.516044, 40.91432], [-96.52067, 40.914333], [-96.520791, 40.914434], [-96.52073, 40.915600999999995], [-96.520912, 40.915611], [-96.52092499999999, 40.920719], [-96.516179, 40.923224], [-96.51615799999999, 40.928875999999995], [-96.520957, 40.928852]]]}"|NE|310251P,310252P,310253P,3115518P,31109195P,31109331P,31109194P,31109330P,31109187P,3115515P
31109327P|Garfield 1 Precinct|NE01|27|23|17.0|0.436727|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-96.739233, 40.786297999999995], [-96.738697, 40.786775999999996], [-96.735725, 40.789342], [-96.735778, 40.78459], [-96.73981599999999, 40.78458], [-96.739809, 40.785786], [-96.739233, 40.786297999999995]]], [[[-96.749575, 40.788252], [-96.749352, 40.786549], [-96.749511, 40.785865], [-96.74944599999999, 40.784597], [-96.758837, 40.784607], [-96.758833, 40.786438], [-96.754155, 40.786429999999996], [-96.75415799999999, 40.788261], [-96.749575, 40.788252]]], [[[-96.780361, 40.810006], [-96.78266699999999, 40.810007], [-96.782741, 40.813700000000004], [-96.780384, 40.813697], [-96.780361, 40.810006]]]]}"|NE|31109320P,31109332P,31109321P,31109185P,31109319P,31109155P,31109184P
311092P|12A-5 Precinct|NE01|1510|1157|651.0|0.482114|"{""type"": ""Polygon"", ""coordinates"": [[[-96.624961, 40.834163], [-96.624957, 40.835167999999996], [-96.615437, 40.835239], [-96.615381, 40.829108], [-96.612101, 40.829132], [-96.612089, 40.827976], [-96.62499199999999, 40.827898], [-96.624961, 40.834163]]]}"|NE|3110926P,3110921P,3110922P,31109313P,3110918P,3110927P,31109309P
31109202P|Denton Precinct|NE01|1455|1145|652.0|0.410147|"{""type"": ""Polygon"", ""coordinates"": [[[-96.79676099999999, 40.73354], [-96.796855, 40.697643], [-96.79986199999999, 40.697644], [-96.80015499999999, 40.668067], [-96.83837, 40.668409], [-96.913642, 40.668732], [-96.913493, 40.697948], [-96.91111599999999, 40.697975], [-96.91075099999999, 40.784943999999996], [-96.79655, 40.784667], [-96.79676099999999, 40.73354]]]}"|NE|31109332P,3115912P,31109205P,311515P,31109204P,31109333P,31109184P,31109191P
31109195P|Stevens Creek Precinct|NE01|950|732|480.0|0.378486|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-96.580294, 40.813989], [-96.580294, 40.81321], [-96.582205, 40.813229], [-96.582195, 40.814775], [-96.580294, 40.814727], [-96.580294, 40.813989]]], [[[-96.59642099999999, 40.813356999999996], [-96.59642, 40.816205], [-96.595822, 40.815867999999995], [-96.59416399999999, 40.815703], [-96.593006, 40.815028], [-96.592581, 40.814583], [-96.592333, 40.814575], [-96.592366, 40.813322], [-96.59642099999999, 40.813356999999996]]], [[[-96.597256, 40.847529], [-96.599582, 40.846455999999996], [-96.599582, 40.851167], [-96.605453, 40.851197], [-96.60546599999999, 40.851574], [-96.600248, 40.851515], [-96.600194, 40.854867999999996], [-96.605443, 40.854842999999995], [-96.60535, 40.858090999999995], [-96.620065, 40.858031], [-96.619946, 40.864256], [-96.60565, 40.864306], [-96.605593, 40.870919], [-96.608747, 40.871024999999996], [-96.54944599999999, 40.87075], [-96.463714, 40.870951], [-96.463729, 40.812948], [-96.56748499999999, 40.813053], [-96.577373, 40.813182999999995], [-96.577298, 40.82781], [-96.591663, 40.828027], [-96.591686, 40.820671999999995], [-96.593642, 40.820781], [-96.593651, 40.82062], [-96.60410399999999, 40.820698], [-96.603811, 40.821571999999996], [-96.60382299999999, 40.824343999999996], [-96.60332799999999, 40.824338999999995], [-96.603308, 40.827797], [-96.601175, 40.827816999999996], [-96.60115499999999, 40.831617], [-96.590418, 40.831519], [-96.59041599999999, 40.835161], [-96.596334, 40.835217], [-96.596302, 40.842518], [-96.592788, 40.842482], [-96.592762, 40.845009], [-96.59566699999999, 40.845037999999995], [-96.595649, 40.846575], [-96.597256, 40.847529]]]]}"|NE|31109198P,310251P,31109188P,31109308P,3110923P,31109177P,31109174P,31109194P,31109197P,311091P,31109309P
31109198P|Stockton Precinct|NE01|1018|746|416.0|0.341053|"{""type"": ""Polygon"", ""coordinates"": [[[-96.567742, 40.806087], [-96.567713, 40.813065], [-96.463729, 40.812948], [-96.463841, 40.725966], [-96.56779, 40.726169999999996], [-96.567791, 40.733379], [-96.56800199999999, 40.740638], [-96.567742, 40.806087]]]}"|NE|311311P,310251P,31109195P,31109197P,31109200P,31109199P
3110922P|12A-8 Precinct|NE01|967|692|455.0|0.407844|"{""type"": ""Polygon"", ""coordinates"": [[[-96.607717, 40.835294999999995], [-96.615437, 40.835239], [-96.615442, 40.842479999999995], [-96.611661, 40.842527], [-96.611853, 40.841933], [-96.611898, 40.838899], [-96.605358, 40.838972], [-96.605374, 40.838739], [-96.60558499999999, 40.838678], [-96.60558499999999, 40.835304], [-96.607717, 40.835294999999995]]]}"|NE|3110921P,31109308P,3110923P,31109309P,311092P
31109210P|Nemaha Precinct|NE01|1303|985|335.0|0.328602|"{""type"": ""Polygon"", ""coordinates"": [[[-96.502009, 40.697061], [-96.463838, 40.696964], [-96.46374499999999, 40.609995999999995], [-96.48276299999999, 40.609964999999995], [-96.57260199999999, 40.610987], [-96.572356, 40.647169999999996], [-96.57250499999999, 40.668799], [-96.57231, 40.676044], [-96.572273, 40.69052], [-96.572059, 40.697215], [-96.502009, 40.697061]]]}"|NE|311319P,311311P,31109211P,31109208P,31109207P,31109200P
31109207P|Saltillo 1 Precinct|NE01|791|567|389.0|0.335387|"{""type"": ""Polygon"", ""coordinates"": [[[-96.655547, 40.639569], [-96.66692499999999, 40.639489], [-96.66750599999999, 40.639936], [-96.667508, 40.639478], [-96.68654, 40.63926], [-96.685796, 40.679215], [-96.685974, 40.679218], [-96.68579899999999, 40.687773], [-96.685654, 40.688342], [-96.685808, 40.688469999999995], [-96.685773, 40.691502], [-96.685553, 40.693062999999995], [-96.685801, 40.697381], [-96.590993, 40.697251], [-96.59126499999999, 40.690539], [-96.59130499999999, 40.683305], [-96.5723, 40.683287], [-96.57250499999999, 40.668799], [-96.57241499999999, 40.654409], [-96.629447, 40.654114], [-96.629415, 40.639646], [-96.655547, 40.639569]]]}"|NE|31109208P,31109210P,31109204P,31109200P,31109323P
31109199P|Grant 1 Precinct|NE01|899|730|527.0|0.319277|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-96.589648, 40.731134999999995], [-96.58702, 40.731018999999996], [-96.586928, 40.740715], [-96.56800199999999, 40.740638], [-96.567791, 40.733379], [-96.56779, 40.726169999999996], [-96.596515, 40.726337], [-96.596227, 40.725576], [-96.598918, 40.726242], [-96.602092, 40.726448999999995], [-96.597696, 40.728623], [-96.597731, 40.728778999999996], [-96.597201, 40.729057999999995], [-96.59653499999999, 40.729025], [-96.595761, 40.729969], [-96.59176099999999, 40.727782], [-96.589648, 40.731134999999995]]], [[[-96.60616399999999, 40.733515], [-96.60601899999999, 40.733512], [-96.60617099999999, 40.72632], [-96.625462, 40.726355999999996], [-96.625417, 40.711821], [-96.65379899999999, 40.711861999999996], [-96.653993, 40.711714], [-96.653916, 40.726333], [-96.663107, 40.726318], [-96.663252, 40.726808999999996], [-96.66328999999999, 40.732859], [-96.66091499999999, 40.732928], [-96.660922, 40.731638], [-96.660546, 40.731637], [-96.65928799999999, 40.732582], [-96.659289, 40.733322], [-96.658671, 40.733805], [-96.65809499999999, 40.734535], [-96.657737, 40.735583], [-96.65648, 40.735582], [-96.655924, 40.735484], [-96.654617, 40.734772], [-96.65388899999999, 40.734657999999996], [-96.653893, 40.733585], [-96.644526, 40.733588], [-96.644605, 40.726327999999995], [-96.644369, 40.726327999999995], [-96.64437, 40.72614], [-96.637557, 40.726174], [-96.63756599999999, 40.729631999999995], [-96.638694, 40.729634], [-96.63866399999999, 40.733594], [-96.634841, 40.733669], [-96.634821, 40.740687], [-96.62731699999999, 40.740673], [-96.627308, 40.73954], [-96.629125, 40.739565], [-96.629116, 40.738845], [-96.625344, 40.738898999999996], [-96.625338, 40.739556], [-96.623882, 40.739664999999995], [-96.623915, 40.741216], [-96.624719, 40.741215], [-96.62330899999999, 40.741687], [-96.622732, 40.741696], [-96.62262199999999, 40.742236], [-96.621596, 40.742607], [-96.621588, 40.740669], [-96.61827699999999, 40.740657999999996], [-96.618315, 40.741420999999995], [-96.618066, 40.741437], [-96.61789, 40.742073], [-96.617919, 40.74508], [-96.61757399999999, 40.745439999999995], [-96.616253, 40.745331], [-96.61578999999999, 40.745056999999996], [-96.61580000000001, 40.741306], [-96.616264, 40.740811], [-96.611615, 40.73815], [-96.60958099999999, 40.737162], [-96.615808, 40.737162999999995], [-96.615827, 40.734012], [-96.61444399999999, 40.733881], [-96.614446, 40.733542], [-96.60616399999999, 40.733515]]]]}"|NE|31109198P,31109197P,31109200P,31109323P,3110989P,31109301P,31109326P,31109305P,31109306P,31109216P,3110976P
3110976P|10E-15 Precinct|NE01|977|760|511.0|0.343517|"{""type"": ""Polygon"", ""coordinates"": [[[-96.644324, 40.751433], [-96.644247, 40.759797], [-96.64223899999999, 40.759777], [-96.641711, 40.759454999999996], [-96.6405, 40.75942], [-96.63892399999999, 40.758891999999996], [-96.63400299999999, 40.758917], [-96.634012, 40.759324], [-96.628327, 40.75926], [-96.628271, 40.760368], [-96.627316, 40.76104], [-96.62612999999999, 40.760011999999996], [-96.625282, 40.759938], [-96.625344, 40.738898999999996], [-96.629116, 40.738845], [-96.629125, 40.739565], [-96.627308, 40.73954], [-96.62731699999999, 40.740673], [-96.64410000000001, 40.740702], [-96.644078, 40.740836], [-96.644336, 40.740836], [-96.644324, 40.751433]]]}"|NE|3110986P,31109307P,3110982P,3110975P,3110978P,3110989P,31109199P,31109301P,31109324P,31109216P
31109200P|Grant 2 Precinct|NE01|1012|794|466.0|0.360642|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-96.620392, 40.726346], [-96.60617099999999, 40.72632], [-96.606169, 40.725265], [-96.607788, 40.725276], [-96.607787, 40.723918], [-96.611285, 40.723904], [-96.61351599999999, 40.723478], [-96.61976899999999, 40.723507999999995], [-96.62037199999999, 40.724727], [-96.620392, 40.726346]]], [[[-96.49024999999999, 40.697032], [-96.572059, 40.697215], [-96.5723, 40.683287], [-96.59130499999999, 40.683305], [-96.59126499999999, 40.690539], [-96.590993, 40.697251], [-96.68242099999999, 40.697376999999996], [-96.682509, 40.711876], [-96.66343599999999, 40.711850999999996], [-96.66343599999999, 40.71134], [-96.653999, 40.711282], [-96.653993, 40.711714], [-96.65379899999999, 40.711861999999996], [-96.625417, 40.711821], [-96.62552, 40.716888], [-96.62313499999999, 40.716943], [-96.622146, 40.716149], [-96.622175, 40.715554], [-96.618764, 40.718554999999995], [-96.61840199999999, 40.719088], [-96.61234499999999, 40.719088], [-96.61234999999999, 40.721343], [-96.609214, 40.722440999999996], [-96.601298, 40.722494], [-96.60122199999999, 40.726409], [-96.598918, 40.726242], [-96.596227, 40.725576], [-96.596515, 40.726337], [-96.577638, 40.726171], [-96.463841, 40.725966], [-96.463838, 40.696964], [-96.49024999999999, 40.697032]]]]}"|NE|311311P,31109198P,31109210P,31109207P,31109323P,31109328P,3110989P,3110991P,31109333P,31109199P,31109305P
3110989P|9H-4 Precinct|NE01|1051|738|441.0|0.364001|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-96.64409599999999, 40.738447], [-96.64414699999999, 40.733779], [-96.644525, 40.733768999999995], [-96.644526, 40.733588], [-96.653893, 40.733585], [-96.65388899999999, 40.734657999999996], [-96.654808, 40.734843], [-96.655924, 40.735484], [-96.657737, 40.735583], [-96.65788099999999, 40.734998], [-96.658388, 40.735091], [-96.65825, 40.736787], [-96.655841, 40.736791], [-96.65447499999999, 40.736193], [-96.65449, 40.735914], [-96.655012, 40.735451], [-96.654297, 40.73509], [-96.653347, 40.735040999999995], [-96.65332599999999, 40.736232], [-96.65296599999999, 40.736644], [-96.65333199999999, 40.737145], [-96.65333, 40.738870999999996], [-96.65275899999999, 40.740321], [-96.652703, 40.740828], [-96.644078, 40.740836], [-96.64409599999999, 40.738447]]], [[[-96.66344, 40.719086], [-96.663444, 40.726087], [-96.66312599999999, 40.726112], [-96.663107, 40.726318], [-96.653916, 40.726333], [-96.653999, 40.711282], [-96.66343599999999, 40.71134], [-96.66344, 40.719086]]]]}"|NE|31109200P,31109328P,3110991P,31109199P,31109301P,31109326P,31109324P,3110988P,3110976P
31109204P|Centerville Precinct|NE01|1051|769|430.0|0.366021|"{""type"": ""Polygon"", ""coordinates"": [[[-96.686623, 40.636856], [-96.68679, 40.632020999999995], [-96.686911, 40.610299], [-96.705934, 40.610515], [-96.80029499999999, 40.610175], [-96.80036799999999, 40.63585], [-96.79986199999999, 40.697644], [-96.6999, 40.697396999999995], [-96.699863, 40.693802], [-96.690292, 40.693767], [-96.690247, 40.695715], [-96.68727299999999, 40.695783], [-96.68817299999999, 40.697382999999995], [-96.685801, 40.697381], [-96.685553, 40.693062999999995], [-96.685773, 40.691502], [-96.685808, 40.688469999999995], [-96.685654, 40.688342], [-96.685845, 40.686288999999995], [-96.685974, 40.679218], [-96.685796, 40.679215], [-96.686623, 40.636856]]]}"|NE|31109206P,31109205P,31109208P,31109207P,31109323P,31109202P,31109333P
31109205P|Olive Branch Precinct|NE01|752|580|349.0|0.431408|"{""type"": ""Polygon"", ""coordinates"": [[[-96.800298, 40.635238], [-96.80029599999999, 40.610307999999996], [-96.800079, 40.595718999999995], [-96.798389, 40.523075999999996], [-96.91263699999999, 40.523624999999996], [-96.912247, 40.552667], [-96.912206, 40.567178999999996], [-96.913918, 40.610728], [-96.913642, 40.668732], [-96.83837, 40.668409], [-96.80015499999999, 40.668067], [-96.800298, 40.635238]]]}"|NE|310672P,310671P,3115111P,31109206P,311515P,31109204P,31109202P
31109208P|Saltillo 2 Precinct|NE01|1253|859|567.0|0.333129|"{""type"": ""Polygon"", ""coordinates"": [[[-96.68680499999999, 40.624779], [-96.68679, 40.632020999999995], [-96.68654, 40.63926], [-96.667508, 40.639478], [-96.66750599999999, 40.639936], [-96.66692499999999, 40.639489], [-96.629415, 40.639646], [-96.629447, 40.654114], [-96.57241499999999, 40.654409], [-96.57260199999999, 40.610987], [-96.57248899999999, 40.567363], [-96.648384, 40.566874], [-96.68592699999999, 40.566801999999996], [-96.686911, 40.610299], [-96.68680499999999, 40.624779]], [[-96.629263, 40.631754], [-96.629268, 40.632411], [-96.634174, 40.63237], [-96.634154, 40.628854], [-96.634777, 40.628848], [-96.634772, 40.628513], [-96.635903, 40.628504], [-96.635909, 40.628837], [-96.63894499999999, 40.628808], [-96.63892799999999, 40.625015], [-96.640458, 40.625007], [-96.636774, 40.621714999999995], [-96.638966, 40.621449999999996], [-96.638933, 40.619822], [-96.638077, 40.619727], [-96.637897, 40.619566999999996], [-96.63792699999999, 40.619321], [-96.638268, 40.619163], [-96.63955899999999, 40.619127], [-96.639833, 40.618938], [-96.63986799999999, 40.618696], [-96.639566, 40.618359999999996], [-96.638995, 40.618266999999996], [-96.638798, 40.618322], [-96.63868599999999, 40.618677999999996], [-96.638137, 40.618826], [-96.636578, 40.618245], [-96.636426, 40.617909999999995], [-96.63713, 40.617624], [-96.637236, 40.61719], [-96.63688599999999, 40.616912], [-96.636545, 40.617278999999996], [-96.636214, 40.617343], [-96.636241, 40.616741], [-96.63564699999999, 40.61634], [-96.635607, 40.616017], [-96.63515799999999, 40.616476999999996], [-96.634616, 40.616144], [-96.634731, 40.616923], [-96.634614, 40.617242], [-96.634292, 40.617408], [-96.63389199999999, 40.617357999999996], [-96.634181, 40.616609], [-96.634024, 40.616524], [-96.63329, 40.616791], [-96.632789, 40.617338], [-96.632322, 40.617354], [-96.63184, 40.616887999999996], [-96.631941, 40.617917], [-96.631721, 40.617919], [-96.62948, 40.616928], [-96.62924199999999, 40.616926], [-96.629233, 40.617892999999995], [-96.62468299999999, 40.616096999999996], [-96.624589, 40.62511], [-96.61984299999999, 40.625135], [-96.619861, 40.628842999999996], [-96.62732, 40.628797], [-96.627338, 40.627871999999996], [-96.629234, 40.627548], [-96.629263, 40.631754]]]}"|NE|31109209P,31109206P,31109211P,31109329P,31109210P,31109204P,31109207P
31109206P|Buda Precinct|NE01|607|451|254.0|0.422189|"{""type"": ""Polygon"", ""coordinates"": [[[-96.800094, 40.596681], [-96.80029499999999, 40.610175], [-96.705934, 40.610515], [-96.686911, 40.610299], [-96.68493199999999, 40.523295999999995], [-96.69440499999999, 40.523071], [-96.798389, 40.523075999999996], [-96.800094, 40.596681]]]}"|NE|310673P,310672P,310671P,31109209P,31109205P,31109208P,31109204P
31109209P|South Pass Precinct|NE01|1188|771|416.0|0.262649|"{""type"": ""Polygon"", ""coordinates"": [[[-96.67154099999999, 40.523405], [-96.68493199999999, 40.523295999999995], [-96.68592699999999, 40.566801999999996], [-96.648384, 40.566874], [-96.57248899999999, 40.567363], [-96.57219599999999, 40.523827999999995], [-96.619545, 40.523713], [-96.647893, 40.523405], [-96.67154099999999, 40.523405]]]}"|NE|310674P,310673P,310672P,31109206P,31109211P,31109208P
31109317P|1F-3 Precinct|NE01|2549|1666|592.0|0.422672|"{""type"": ""Polygon"", ""coordinates"": [[[-96.796154, 40.83974], [-96.796184, 40.835907], [-96.791851, 40.835916], [-96.791787, 40.835304], [-96.791156, 40.834717], [-96.79034999999999, 40.835134], [-96.787483, 40.835111], [-96.78734899999999, 40.842783], [-96.77782099999999, 40.842898999999996], [-96.777833, 40.841437], [-96.76834099999999, 40.841499], [-96.76830000000001, 40.840981], [-96.768311, 40.8387], [-96.770591, 40.840461999999995], [-96.77767999999999, 40.840464], [-96.777616, 40.828286999999996], [-96.777855, 40.828181], [-96.787746, 40.828078999999995], [-96.78773299999999, 40.831854], [-96.80011999999999, 40.831886999999995], [-96.800128, 40.83551], [-96.80414999999999, 40.84138], [-96.797344, 40.841378], [-96.797332, 40.842855], [-96.79624899999999, 40.842850999999996], [-96.79612999999999, 40.842757999999996], [-96.796154, 40.83974]]]}"|NE|31109168P,31109184P,31109191P
3110926P|12A-1 Precinct|NE01|1595|1246|534.0|0.482099|"{""type"": ""Polygon"", ""coordinates"": [[[-96.624957, 40.835167999999996], [-96.62498199999999, 40.829936], [-96.63042999999999, 40.829965], [-96.63039599999999, 40.842493], [-96.624912, 40.842452], [-96.624924, 40.840475], [-96.624181, 40.84045], [-96.623852, 40.840261], [-96.62348899999999, 40.838817999999996], [-96.62066899999999, 40.838833], [-96.62060799999999, 40.838178], [-96.61904899999999, 40.835954], [-96.619012, 40.835212], [-96.624957, 40.835167999999996]]]}"|NE|3110921P,3110931P,3110925P,3110923P,3110927P,311092P,311094P
31109332P|Yankee Hill North Precinct|NE01|678|547|396.0|0.439348|"{""type"": ""Polygon"", ""coordinates"": [[[-96.713431, 40.760298999999996], [-96.71290499999999, 40.760307], [-96.71281499999999, 40.755604999999996], [-96.712587, 40.755604], [-96.712311, 40.751971], [-96.720705, 40.752009], [-96.72065699999999, 40.748346], [-96.740027, 40.748585], [-96.739997, 40.743914], [-96.730494, 40.743843999999996], [-96.730514, 40.741136], [-96.759209, 40.741220999999996], [-96.75897599999999, 40.755781], [-96.777906, 40.755859], [-96.796661, 40.755621999999995], [-96.79655, 40.784667], [-96.75883499999999, 40.784498], [-96.758837, 40.784607], [-96.74944599999999, 40.784597], [-96.749488, 40.783193], [-96.74936799999999, 40.783192], [-96.747151, 40.783192], [-96.74716599999999, 40.784501999999996], [-96.744867, 40.784496999999995], [-96.744869, 40.783789999999996], [-96.74357599999999, 40.784493999999995], [-96.735778, 40.78459], [-96.73582599999999, 40.777516], [-96.733955, 40.77749], [-96.73398, 40.775780999999995], [-96.73481, 40.775774], [-96.73481799999999, 40.775078], [-96.735124, 40.775084], [-96.735117, 40.775511], [-96.73553899999999, 40.775523], [-96.735564, 40.773982], [-96.734805, 40.773976999999995], [-96.73481, 40.772925], [-96.731341, 40.772903], [-96.731382, 40.770343], [-96.730384, 40.77034], [-96.73037, 40.771847], [-96.729475, 40.771844], [-96.729456, 40.773935], [-96.727373, 40.773916], [-96.727423, 40.777521], [-96.727204, 40.777519], [-96.727055, 40.782900000000005], [-96.72724699999999, 40.784331], [-96.72607599999999, 40.784327999999995], [-96.725748, 40.784506], [-96.720608, 40.784459], [-96.720596, 40.784054], [-96.71923, 40.784031999999996], [-96.71923699999999, 40.783207], [-96.719096, 40.783206], [-96.71924299999999, 40.782686999999996], [-96.719267, 40.78074], [-96.71910000000001, 40.779159], [-96.71808399999999, 40.778169999999996], [-96.71485299999999, 40.77747], [-96.714165, 40.770283], [-96.714002, 40.770283], [-96.713431, 40.760298999999996]]]}"|NE|31109320P,31109120P,31109138P,31109321P,31109202P,31109333P,31109119P,31109185P,31109327P,31109184P,31109191P
3110921P|12A-7 Precinct|NE01|1098|822|544.0|0.450404|"{""type"": ""Polygon"", ""coordinates"": [[[-96.615439, 40.839650999999996], [-96.615437, 40.835239], [-96.619012, 40.835212], [-96.619113, 40.836189], [-96.620558, 40.83809], [-96.62066899999999, 40.838833], [-96.62348899999999, 40.838817999999996], [-96.623852, 40.840261], [-96.624181, 40.84045], [-96.624924, 40.840475], [-96.624912, 40.842452], [-96.615442, 40.842479999999995], [-96.615439, 40.839650999999996]]]}"|NE|3110926P,3110922P,3110925P,3110923P,31109309P,311092P
31109110P|9E-5 Precinct|NE01|814|606|428.0|0.528955|"{""type"": ""Polygon"", ""coordinates"": [[[-96.673715, 40.780623999999996], [-96.673761, 40.780453], [-96.674376, 40.780798999999995], [-96.67530699999999, 40.781662999999995], [-96.677602, 40.781679], [-96.677605, 40.781372999999995], [-96.68172899999999, 40.781380999999996], [-96.682206, 40.781546999999996], [-96.683503, 40.781496], [-96.685941, 40.782028], [-96.68730099999999, 40.781816], [-96.688237, 40.782232], [-96.688839, 40.783021], [-96.689978, 40.783415], [-96.69095399999999, 40.784206], [-96.691667, 40.784455], [-96.682512, 40.784428], [-96.68249499999999, 40.787133999999995], [-96.679992, 40.786117999999995], [-96.677927, 40.78442], [-96.673375, 40.784411], [-96.673715, 40.780623999999996]]]}"|NE|31109107P,31109124P,31109106P,31109109P,31109125P
31109100P|9F-3 Precinct|NE01|989|797|411.0|0.474511|"{""type"": ""Polygon"", ""coordinates"": [[[-96.67627999999999, 40.769183999999996], [-96.68130099999999, 40.769467], [-96.675699, 40.777136999999996], [-96.672844, 40.777121], [-96.67285799999999, 40.773489], [-96.66333999999999, 40.773475999999995], [-96.66336, 40.769808999999995], [-96.672871, 40.769866], [-96.672873, 40.768806999999995], [-96.67627999999999, 40.769183999999996]]]}"|NE|3110998P,3110984P,3110983P,31109113P,3110979P,31109111P,31109107P,31109124P
31109107P|9E-6 Precinct|NE01|812|662|438.0|0.459366|"{""type"": ""Polygon"", ""coordinates"": [[[-96.673761, 40.780453], [-96.672412, 40.780026], [-96.663313, 40.778544], [-96.66333999999999, 40.773475999999995], [-96.67285799999999, 40.773489], [-96.672844, 40.777121], [-96.675699, 40.777136999999996], [-96.67385499999999, 40.780499], [-96.673761, 40.780453]]]}"|NE|3110979P,31109100P,31109111P,3110980P,31109103P,31109124P,31109106P,31109110P
31109301P|10E-16 Precinct|NE00|1474|1008|518.0|0.354417|"{""type"": ""Polygon"", ""coordinates"": [[[-96.64410000000001, 40.740702], [-96.634821, 40.740687], [-96.634841, 40.733669], [-96.63866399999999, 40.733594], [-96.638694, 40.729634], [-96.63756599999999, 40.729631999999995], [-96.637557, 40.726174], [-96.64437, 40.72614], [-96.644369, 40.726327999999995], [-96.644605, 40.726327999999995], [-96.644525, 40.733768999999995], [-96.64414699999999, 40.733779], [-96.64410000000001, 40.740702]]]}"|NE|3110989P,31109199P,3110976P
31109326P|9H-6 Precinct|NE01|1362|912|656.0|0.319261|"{""type"": ""Polygon"", ""coordinates"": [[[-96.663432, 40.731333], [-96.663422, 40.740815], [-96.652703, 40.740828], [-96.65275899999999, 40.740321], [-96.65333, 40.738870999999996], [-96.65333199999999, 40.737145], [-96.65296599999999, 40.736644], [-96.65332599999999, 40.736232], [-96.653347, 40.735040999999995], [-96.654297, 40.73509], [-96.655012, 40.735451], [-96.65449, 40.735914], [-96.65447499999999, 40.736193], [-96.65569099999999, 40.736756], [-96.65825, 40.736787], [-96.658388, 40.735091], [-96.65788099999999, 40.734998], [-96.65837499999999, 40.73413], [-96.659289, 40.733322], [-96.65928799999999, 40.732582], [-96.660546, 40.731637], [-96.660922, 40.731638], [-96.66091499999999, 40.732928], [-96.66328999999999, 40.732859], [-96.663252, 40.726808999999996], [-96.663107, 40.726318], [-96.66312599999999, 40.726112], [-96.663444, 40.726087], [-96.663432, 40.731333]]]}"|NE|31109328P,3110989P,31109199P,3110990P,31109324P,3110993P,3110988P
