id|name|district_id|population|voting_population|total_votes|average_democrat_votes|geometry|state_id|neighbors
3104113P|North Rural Broken Bow Precinct|NE03|373|295|160.0|0.257212|"{""type"": ""Polygon"", ""coordinates"": [[[-99.62611199999999, 41.409031999999996], [-99.622631, 41.409023], [-99.62264599999999, 41.409281], [-99.623138, 41.409434999999995], [-99.624612, 41.410571], [-99.625011, 41.411062], [-99.625362, 41.412113999999995], [-99.625318, 41.413258], [-99.624934, 41.414502], [-99.624259, 41.415485], [-99.623491, 41.416007], [-99.63597899999999, 41.416129], [-99.635977, 41.412853], [-99.637535, 41.412807], [-99.63811799999999, 41.412966], [-99.638121, 41.41344], [-99.640554, 41.413304], [-99.640597, 41.416315], [-99.64632499999999, 41.416325], [-99.64634199999999, 41.416655], [-99.64806999999999, 41.416692999999995], [-99.64804, 41.416325], [-99.650126, 41.41634], [-99.650173, 41.411211], [-99.65521, 41.411296], [-99.655152, 41.409397], [-99.65427299999999, 41.4095], [-99.654305, 41.409109], [-99.65269599999999, 41.407502], [-99.65163899999999, 41.407458], [-99.651523, 41.405709], [-99.651613, 41.405443], [-99.652407, 41.405471], [-99.65478999999999, 41.406043], [-99.66157, 41.409528], [-99.673717, 41.416270999999995], [-99.67526199999999, 41.416588], [-99.677188, 41.417494999999995], [-99.691223, 41.425878999999995], [-99.698151, 41.430532], [-99.70152, 41.432542999999995], [-99.72061, 41.440415], [-99.72846, 41.443898999999995], [-99.730166, 41.445029], [-99.732102, 41.446017], [-99.732362, 41.454530999999996], [-99.732113, 41.460366], [-99.732153, 41.481294], [-99.699816, 41.481563], [-99.67391599999999, 41.481266999999995], [-99.67388199999999, 41.500005], [-99.674048, 41.507486], [-99.67352699999999, 41.567913999999995], [-99.621532, 41.567837], [-99.597487, 41.567968], [-99.597652, 41.551929], [-99.597614, 41.507197999999995], [-99.59781799999999, 41.500007], [-99.59778899999999, 41.484947], [-99.59736799999999, 41.467569999999995], [-99.59746299999999, 41.466896], [-99.597786, 41.466878], [-99.597551, 41.438012], [-99.558905, 41.437838], [-99.55886699999999, 41.412966999999995], [-99.559139, 41.394405], [-99.547406, 41.394385], [-99.54724499999999, 41.382455], [-99.547587, 41.371265], [-99.54759299999999, 41.362846999999995], [-99.555348, 41.364540999999996], [-99.557529, 41.365531999999995], [-99.574428, 41.369904999999996], [-99.576764, 41.370801], [-99.58022299999999, 41.37243], [-99.58419699999999, 41.374632], [-99.58932, 41.37846], [-99.605632, 41.394591], [-99.607811, 41.396786999999996], [-99.608993, 41.398275], [-99.61142, 41.400177], [-99.612664, 41.400842], [-99.624631, 41.404042], [-99.624563, 41.402726], [-99.62522799999999, 41.4026], [-99.628558, 41.402752], [-99.62855499999999, 41.403306], [-99.62997899999999, 41.403281], [-99.629924, 41.40399], [-99.63095799999999, 41.404002999999996], [-99.630905, 41.406065], [-99.631579, 41.406399], [-99.63325499999999, 41.406348], [-99.63337299999999, 41.406016], [-99.63386299999999, 41.406076999999996], [-99.63385799999999, 41.406273999999996], [-99.63421, 41.406279], [-99.634142, 41.408849], [-99.632964, 41.408831], [-99.632964, 41.408404], [-99.632179, 41.408426], [-99.63213499999999, 41.408819], [-99.631095, 41.408809], [-99.631092, 41.408487], [-99.62976499999999, 41.408456], [-99.62975399999999, 41.409036], [-99.629486, 41.409034999999996], [-99.62953399999999, 41.409482], [-99.629296, 41.409482], [-99.62934899999999, 41.409853], [-99.62953399999999, 41.409932999999995], [-99.62977199999999, 41.412481], [-99.62624, 41.412506], [-99.62611199999999, 41.409031999999996]]]}"|NE|3104112P,3104114P,310419P,310412P,3104125P,3104124P,3104137P,3104138P,3104135P,3104139P
3104124P|South Rural Broken Bow Precinct|NE03|396|313|178.0|0.301645|"{""type"": ""Polygon"", ""coordinates"": [[[-99.64184399999999, 41.397151], [-99.64066299999999, 41.397116], [-99.640751, 41.394495], [-99.64050999999999, 41.394494], [-99.640484, 41.393516], [-99.640299, 41.393609], [-99.640281, 41.393209999999996], [-99.639139, 41.393198999999996], [-99.63940099999999, 41.394487999999996], [-99.638342, 41.394504], [-99.638306, 41.394251], [-99.63878899999999, 41.394262], [-99.638746, 41.393817], [-99.63804599999999, 41.393826], [-99.638042, 41.394509], [-99.633843, 41.394526], [-99.633828, 41.39427], [-99.633197, 41.394267], [-99.633174, 41.394521], [-99.630173, 41.394497], [-99.63013699999999, 41.394841], [-99.630977, 41.394836999999995], [-99.630973, 41.396474999999995], [-99.630214, 41.396463999999995], [-99.630224, 41.398576999999996], [-99.630088, 41.398807999999995], [-99.63035099999999, 41.399198999999996], [-99.629621, 41.399187], [-99.629633, 41.399349], [-99.625827, 41.399307], [-99.62584, 41.398413], [-99.62502599999999, 41.398416999999995], [-99.624076, 41.397558], [-99.621321, 41.397518], [-99.62121499999999, 41.400832], [-99.61599799999999, 41.400833], [-99.616025, 41.400442999999996], [-99.615476, 41.400424], [-99.615483, 41.400853999999995], [-99.615303, 41.400864], [-99.61537799999999, 41.4016], [-99.612664, 41.400842], [-99.61020599999999, 41.399352], [-99.608993, 41.398275], [-99.607811, 41.396786999999996], [-99.605632, 41.394591], [-99.58932, 41.37846], [-99.58419699999999, 41.374632], [-99.58022299999999, 41.37243], [-99.576764, 41.370801], [-99.574428, 41.369904999999996], [-99.557529, 41.365531999999995], [-99.555348, 41.364540999999996], [-99.54759299999999, 41.362846999999995], [-99.54763899999999, 41.346787], [-99.54790399999999, 41.346385999999995], [-99.54780099999999, 41.346218], [-99.547671, 41.321093999999995], [-99.547862, 41.306588], [-99.613648, 41.30661], [-99.62533599999999, 41.306757], [-99.666736, 41.306581], [-99.7202, 41.306591], [-99.720254, 41.326798], [-99.720078, 41.349036999999996], [-99.720215, 41.349315], [-99.72024599999999, 41.350899], [-99.720208, 41.363974], [-99.71997999999999, 41.368117999999996], [-99.719827, 41.37737], [-99.72002099999999, 41.378056], [-99.720061, 41.379173], [-99.720208, 41.394479], [-99.73203699999999, 41.394199], [-99.732638, 41.408997], [-99.73278499999999, 41.409672], [-99.732316, 41.410016999999996], [-99.73236999999999, 41.423424999999995], [-99.73217, 41.444271], [-99.73268499999999, 41.444415], [-99.73284, 41.444762999999995], [-99.73278099999999, 41.445062], [-99.73216, 41.445648999999996], [-99.732102, 41.446017], [-99.730166, 41.445029], [-99.72846, 41.443898999999995], [-99.72061, 41.440415], [-99.70152, 41.432542999999995], [-99.698151, 41.430532], [-99.691223, 41.425878999999995], [-99.677188, 41.417494999999995], [-99.67526199999999, 41.416588], [-99.673717, 41.416270999999995], [-99.66157, 41.409528], [-99.65478999999999, 41.406043], [-99.652407, 41.405471], [-99.651613, 41.405443], [-99.651624, 41.404947], [-99.651805, 41.405152], [-99.652436, 41.404323], [-99.653294, 41.404337], [-99.65683399999999, 41.405305999999996], [-99.65808, 41.40526], [-99.659571, 41.404529], [-99.660946, 41.403529999999996], [-99.660968, 41.401869], [-99.666896, 41.401883], [-99.666865, 41.400991999999995], [-99.651939, 41.400962], [-99.65187499999999, 41.398996], [-99.65023099999999, 41.399031], [-99.65018099999999, 41.398182999999996], [-99.648916, 41.398261999999995], [-99.647812, 41.398087], [-99.645251, 41.398032], [-99.64526, 41.397206], [-99.644059, 41.397042], [-99.64184399999999, 41.397151]], [[-99.642845, 41.394512999999996], [-99.644881, 41.394448], [-99.644904, 41.393843], [-99.642782, 41.393817999999996], [-99.642845, 41.394512999999996]]]}"|NE|3104113P,3104112P,3104130P,3104123P,3104125P,3104116P,3104137P,3104138P,3104139P
3104137P|Broken Bow South Precinct|NE03|1408|1105|474.0|0.312762|"{""type"": ""Polygon"", ""coordinates"": [[[-99.64066299999999, 41.397116], [-99.64184399999999, 41.397151], [-99.64172099999999, 41.405567], [-99.635735, 41.405443], [-99.632407, 41.40553], [-99.63095299999999, 41.405406], [-99.63095799999999, 41.404002999999996], [-99.629924, 41.40399], [-99.62997899999999, 41.403281], [-99.62855499999999, 41.403306], [-99.628558, 41.402752], [-99.62522799999999, 41.4026], [-99.624563, 41.402726], [-99.624631, 41.404042], [-99.61537799999999, 41.4016], [-99.615303, 41.400864], [-99.615483, 41.400853999999995], [-99.615476, 41.400424], [-99.616025, 41.400442999999996], [-99.61599799999999, 41.400833], [-99.62121499999999, 41.400832], [-99.621321, 41.397518], [-99.624076, 41.397558], [-99.62502599999999, 41.398416999999995], [-99.62584, 41.398413], [-99.625827, 41.399307], [-99.629633, 41.399349], [-99.629621, 41.399187], [-99.63035099999999, 41.399198999999996], [-99.630088, 41.398807999999995], [-99.630224, 41.398576999999996], [-99.630214, 41.396463999999995], [-99.630973, 41.396474999999995], [-99.630977, 41.394836999999995], [-99.63013699999999, 41.394841], [-99.630173, 41.394497], [-99.633174, 41.394521], [-99.633197, 41.394267], [-99.633828, 41.39427], [-99.633843, 41.394526], [-99.638042, 41.394509], [-99.63804599999999, 41.393826], [-99.638746, 41.393817], [-99.63878899999999, 41.394262], [-99.638306, 41.394251], [-99.638342, 41.394504], [-99.63940099999999, 41.394487999999996], [-99.639139, 41.393198999999996], [-99.640281, 41.393209999999996], [-99.640299, 41.393609], [-99.640484, 41.393516], [-99.64050999999999, 41.394494], [-99.640751, 41.394495], [-99.64066299999999, 41.397116]]]}"|NE|3104113P,3104124P,3104138P,3104135P,3104139P
3104135P|Broken Bow North Precinct|NE03|462|352|173.0|0.346481|"{""type"": ""Polygon"", ""coordinates"": [[[-99.625141, 41.409033], [-99.626193, 41.409031999999996], [-99.62624, 41.412506], [-99.62977199999999, 41.412481], [-99.62953399999999, 41.409932999999995], [-99.62934899999999, 41.409853], [-99.629296, 41.409482], [-99.62953399999999, 41.409482], [-99.629486, 41.409034999999996], [-99.62975399999999, 41.409036], [-99.62976499999999, 41.408456], [-99.631092, 41.408487], [-99.631095, 41.408809], [-99.63213499999999, 41.408819], [-99.632179, 41.408426], [-99.632964, 41.408404], [-99.632964, 41.408831], [-99.634142, 41.408849], [-99.63421, 41.406279], [-99.63385799999999, 41.406273999999996], [-99.63386299999999, 41.406076999999996], [-99.63337299999999, 41.406016], [-99.63325499999999, 41.406348], [-99.631579, 41.406399], [-99.630905, 41.406065], [-99.63095299999999, 41.405406], [-99.632407, 41.40553], [-99.635735, 41.405443], [-99.64172099999999, 41.405567], [-99.641662, 41.412583], [-99.64053799999999, 41.412538], [-99.640554, 41.413304], [-99.638724, 41.413413999999996], [-99.638121, 41.41344], [-99.63811799999999, 41.412966], [-99.637535, 41.412807], [-99.635977, 41.412853], [-99.63597899999999, 41.416129], [-99.623491, 41.416007], [-99.624259, 41.415485], [-99.624934, 41.414502], [-99.625318, 41.413258], [-99.625362, 41.412113999999995], [-99.625011, 41.411062], [-99.624612, 41.410571], [-99.623138, 41.409434999999995], [-99.62264599999999, 41.409281], [-99.622631, 41.409023], [-99.625141, 41.409033]]]}"|NE|3104113P,3104137P,3104138P,3104139P
3104139P|Broken Bow Northwest Precinct|NE03|1044|741|419.0|0.307747|"{""type"": ""Polygon"", ""coordinates"": [[[-99.641714, 41.405936], [-99.64172099999999, 41.405567], [-99.64228299999999, 41.405494], [-99.651613, 41.405443], [-99.65163899999999, 41.407458], [-99.65269599999999, 41.407502], [-99.654305, 41.409109], [-99.65427299999999, 41.4095], [-99.655152, 41.409397], [-99.65521, 41.411296], [-99.650173, 41.411211], [-99.650126, 41.41634], [-99.64804, 41.416325], [-99.64806999999999, 41.416692999999995], [-99.64634199999999, 41.416655], [-99.64632499999999, 41.416325], [-99.640597, 41.416315], [-99.64053799999999, 41.412538], [-99.641662, 41.412583], [-99.641714, 41.405936]]]}"|NE|3104113P,3104124P,3104137P,3104138P,3104135P
310419P|Lillian Precinct|NE03|150|111|57.0|0.218234|"{""type"": ""Polygon"", ""coordinates"": [[[-99.433135, 41.568270999999996], [-99.434203, 41.56843], [-99.439145, 41.568205999999996], [-99.455016, 41.568292], [-99.46148099999999, 41.568124999999995], [-99.492453, 41.568022], [-99.50044, 41.568326], [-99.502825, 41.568256999999996], [-99.503031, 41.568387], [-99.50420000000001, 41.568265], [-99.51983, 41.568239], [-99.546785, 41.56834], [-99.549791, 41.568177], [-99.621532, 41.567837], [-99.67352699999999, 41.567913999999995], [-99.67346599999999, 41.575154999999995], [-99.673209, 41.576975], [-99.673486, 41.577270999999996], [-99.673403, 41.588145], [-99.673535, 41.595693999999995], [-99.673234, 41.646027], [-99.673222, 41.661941], [-99.673368, 41.668909], [-99.671785, 41.668462], [-99.67111299999999, 41.668690999999995], [-99.67038099999999, 41.668690999999995], [-99.668032, 41.668392999999995], [-99.66614, 41.667820999999996], [-99.66327199999999, 41.667705999999995], [-99.662296, 41.667454], [-99.661778, 41.667156], [-99.661503, 41.666744], [-99.66122899999999, 41.665738], [-99.660528, 41.665144], [-99.658789, 41.664502999999996], [-99.657355, 41.664434], [-99.65366399999999, 41.66338], [-99.65140699999999, 41.663264999999996], [-99.65012499999999, 41.663539], [-99.648478, 41.663653], [-99.646433, 41.663332], [-99.645243, 41.66292], [-99.645091, 41.662714], [-99.643186, 41.662427], [-99.642263, 41.662455], [-99.638635, 41.663388999999995], [-99.63703699999999, 41.663244999999996], [-99.63512399999999, 41.662648], [-99.63349799999999, 41.662777999999996], [-99.631087, 41.663416999999995], [-99.628525, 41.663393], [-99.62754799999999, 41.663576], [-99.626266, 41.664398], [-99.62168199999999, 41.664971], [-99.61914999999999, 41.666025], [-99.617808, 41.666002999999996], [-99.611431, 41.665319], [-99.610424, 41.665388], [-99.606489, 41.66619], [-99.60383499999999, 41.666351999999996], [-99.60172999999999, 41.666169], [-99.60114999999999, 41.665986], [-99.596632, 41.663357], [-99.59559499999999, 41.662327999999995], [-99.59364099999999, 41.659856999999995], [-99.592359, 41.65924], [-99.59123, 41.658919999999995], [-99.58943, 41.657914], [-99.588484, 41.657571], [-99.58668499999999, 41.657433999999995], [-99.581864, 41.656473999999996], [-99.57994199999999, 41.655674], [-99.577044, 41.654804999999996], [-99.575245, 41.654691], [-99.573456, 41.65521], [-99.571698, 41.654973], [-99.570275, 41.654346], [-99.568716, 41.65309], [-99.561914, 41.649955], [-99.560358, 41.648674], [-99.559687, 41.647782], [-99.559443, 41.647073], [-99.557735, 41.646043], [-99.555387, 41.645288], [-99.55447199999999, 41.645241999999996], [-99.551817, 41.645631], [-99.551329, 41.64554], [-99.55062799999999, 41.644991], [-99.55047499999999, 41.644579], [-99.549469, 41.643893], [-99.54827999999999, 41.643457999999995], [-99.54754799999999, 41.642955], [-99.546206, 41.642610999999995], [-99.543797, 41.642587999999996], [-99.541113, 41.642793999999995], [-99.53961799999999, 41.643525], [-99.536934, 41.644028], [-99.535287, 41.64476], [-99.53373099999999, 41.645148], [-99.530986, 41.64501], [-99.524671, 41.643935], [-99.520277, 41.642562999999996], [-99.51199, 41.638093999999995], [-99.506501, 41.637291], [-99.503023, 41.638135999999996], [-99.50161999999999, 41.637882999999995], [-99.500858, 41.637035999999995], [-99.499916, 41.636693], [-99.499366, 41.636762], [-99.497689, 41.637609], [-99.49485399999999, 41.638365], [-99.492384, 41.638275], [-99.49024899999999, 41.637933], [-99.486741, 41.637065], [-99.485704, 41.637066], [-99.484545, 41.636837], [-99.483142, 41.636883999999995], [-99.482258, 41.637433], [-99.481954, 41.637958999999995], [-99.480825, 41.63812], [-99.471615, 41.638329], [-99.46984599999999, 41.638695], [-99.46853499999999, 41.638742], [-99.467406, 41.638605], [-99.464844, 41.63785], [-99.46213, 41.636341], [-99.46081799999999, 41.635929], [-99.459659, 41.635929999999995], [-99.457494, 41.636342], [-99.455817, 41.63625], [-99.454353, 41.635976], [-99.452187, 41.636343], [-99.451242, 41.636091], [-99.450723, 41.63616], [-99.44926, 41.637121], [-99.44489899999999, 41.637806999999995], [-99.44435, 41.638172999999995], [-99.441941, 41.638746], [-99.44053799999999, 41.63989], [-99.439105, 41.639798], [-99.438037, 41.639935], [-99.437793, 41.640094999999995], [-99.431846, 41.639385999999995], [-99.43053499999999, 41.639728999999996], [-99.428736, 41.6387], [-99.42840000000001, 41.638311], [-99.425929, 41.636663], [-99.424191, 41.636320999999995], [-99.42077599999999, 41.636137], [-99.419708, 41.635633999999996], [-99.412909, 41.633939], [-99.412756, 41.633573], [-99.41229899999999, 41.633161], [-99.40900599999999, 41.631788], [-99.404309, 41.631392999999996], [-99.404174, 41.59719], [-99.404473, 41.56814], [-99.41776399999999, 41.568318], [-99.433135, 41.568270999999996]]]}"|NE|3104113P,3104112P,3104114P,3104117P,310412P,310415P,310414P,310413P
3104114P|Garfield Precinct|NE03|117|83|46.0|0.227046|"{""type"": ""Polygon"", ""coordinates"": [[[-99.577394, 41.437919], [-99.597551, 41.438012], [-99.597786, 41.466878], [-99.59746299999999, 41.466896], [-99.59736799999999, 41.467569999999995], [-99.59778899999999, 41.484947], [-99.59781799999999, 41.500007], [-99.597614, 41.507197999999995], [-99.597652, 41.551929], [-99.597487, 41.567968], [-99.549791, 41.568177], [-99.546785, 41.56834], [-99.51983, 41.568239], [-99.50420000000001, 41.568265], [-99.503031, 41.568387], [-99.502825, 41.568256999999996], [-99.50044, 41.568326], [-99.492453, 41.568022], [-99.44344, 41.568262], [-99.44303, 41.49716], [-99.442831, 41.495193], [-99.44302599999999, 41.494606999999995], [-99.443056, 41.491659], [-99.44292899999999, 41.48198], [-99.447043, 41.482167], [-99.471808, 41.482217], [-99.481571, 41.482057], [-99.481409, 41.459047999999996], [-99.481275, 41.456317999999996], [-99.481504, 41.452881], [-99.4816, 41.438212], [-99.498218, 41.438158], [-99.50030000000001, 41.437563], [-99.577394, 41.437919]]]}"|NE|3104113P,3104117P,310419P,3104125P,3104126P
3104125P|Berwyn Precinct|NE03|232|171|108.0|0.229041|"{""type"": ""Polygon"", ""coordinates"": [[[-99.54724499999999, 41.382455], [-99.547406, 41.394385], [-99.559139, 41.394405], [-99.55886699999999, 41.412966999999995], [-99.558905, 41.437838], [-99.50030000000001, 41.437563], [-99.498218, 41.438158], [-99.4816, 41.438212], [-99.481607, 41.416435], [-99.44320499999999, 41.416495999999995], [-99.44350399999999, 41.403929], [-99.443429, 41.394661], [-99.433172, 41.394664999999996], [-99.43319199999999, 41.367169], [-99.433334, 41.365573], [-99.433526, 41.350895], [-99.43371499999999, 41.330179], [-99.43359699999999, 41.329837999999995], [-99.433582, 41.326921999999996], [-99.43365999999999, 41.319126999999995], [-99.43413299999999, 41.315511], [-99.43452099999999, 41.306965999999996], [-99.436459, 41.307162], [-99.46287699999999, 41.307024999999996], [-99.463303, 41.306898], [-99.467036, 41.306872], [-99.467473, 41.306675999999996], [-99.47251999999999, 41.30675], [-99.471818, 41.275203999999995], [-99.472141, 41.250332], [-99.47209199999999, 41.233520999999996], [-99.471789, 41.232806], [-99.472112, 41.219522], [-99.482424, 41.219513], [-99.48297099999999, 41.21933], [-99.483621, 41.219442], [-99.49964, 41.219300000000004], [-99.50039, 41.219553], [-99.517804, 41.219546], [-99.51853, 41.219969], [-99.519595, 41.219547999999996], [-99.54891099999999, 41.219513], [-99.54857899999999, 41.242069], [-99.548665, 41.250007], [-99.547671, 41.321025], [-99.54780099999999, 41.346218], [-99.54790399999999, 41.346385999999995], [-99.54763899999999, 41.346787], [-99.547587, 41.371265], [-99.54724499999999, 41.382455]]]}"|NE|3104113P,3104114P,3104131P,3104130P,3104134P,3104124P,3104126P
3104126P|Westerville Precinct|NE03|152|108|65.0|0.267606|"{""type"": ""Polygon"", ""coordinates"": [[[-99.38935699999999, 41.335862999999996], [-99.417816, 41.33602], [-99.433667, 41.335831999999996], [-99.433334, 41.365573], [-99.43319199999999, 41.367169], [-99.433172, 41.394664999999996], [-99.443429, 41.394661], [-99.44350399999999, 41.403929], [-99.44320499999999, 41.416495999999995], [-99.481607, 41.416435], [-99.481504, 41.452881], [-99.481275, 41.456317999999996], [-99.481409, 41.459047999999996], [-99.481571, 41.482057], [-99.471808, 41.482217], [-99.447043, 41.482167], [-99.441428, 41.481972], [-99.424054, 41.482028], [-99.385762, 41.481497], [-99.32807299999999, 41.48112], [-99.328271, 41.459937], [-99.328356, 41.459469999999996], [-99.32864, 41.459277], [-99.328486, 41.451904], [-99.329042, 41.394317], [-99.31818899999999, 41.39439], [-99.31854799999999, 41.373022], [-99.318744, 41.371621999999995], [-99.31871199999999, 41.366225], [-99.318756, 41.365656], [-99.318958, 41.365355], [-99.31871, 41.364523], [-99.31879099999999, 41.335561999999996], [-99.373092, 41.336372999999995], [-99.375379, 41.336093999999996], [-99.38935699999999, 41.335862999999996]]]}"|NE|3104118P,3104114P,3104117P,3104134P,3104125P,3104127P
3104117P|Douglas Grove Precinct|NE03|97|75|46.0|0.447225|"{""type"": ""Polygon"", ""coordinates"": [[[-99.433135, 41.568270999999996], [-99.41776399999999, 41.568318], [-99.404473, 41.56814], [-99.404174, 41.59719], [-99.398561, 41.597248], [-99.397421, 41.597392], [-99.39256499999999, 41.597105], [-99.369101, 41.596951], [-99.367657, 41.604178], [-99.36684299999999, 41.625198], [-99.36316099999999, 41.623331], [-99.362192, 41.622991999999996], [-99.359585, 41.622816], [-99.35828199999999, 41.6225], [-99.35670999999999, 41.621269999999996], [-99.35592199999999, 41.620906999999995], [-99.35461699999999, 41.620658999999996], [-99.35231399999999, 41.620757], [-99.350859, 41.620602], [-99.34931499999999, 41.61992], [-99.348085, 41.619603], [-99.345163, 41.61943], [-99.34022, 41.618849999999995], [-99.339457, 41.618545999999995], [-99.33914399999999, 41.618276], [-99.33922199999999, 41.617681], [-99.338886, 41.61569], [-99.33855, 41.614889999999995], [-99.337361, 41.61322], [-99.33522699999999, 41.612139], [-99.330165, 41.611253999999995], [-99.328, 41.611070999999995], [-99.326568, 41.611070999999995], [-99.31736199999999, 41.611874], [-99.31602099999999, 41.611528], [-99.30335, 41.611549], [-99.301997, 41.610088999999995], [-99.30153999999999, 41.609356999999996], [-99.29861299999999, 41.609082], [-99.29711999999999, 41.608326], [-99.29654099999999, 41.606449999999995], [-99.29565699999999, 41.605283], [-99.294896, 41.604642999999996], [-99.29257899999999, 41.603291999999996], [-99.291494, 41.602833], [-99.288129, 41.601951], [-99.283649, 41.59947], [-99.28045, 41.597296], [-99.277495, 41.596174], [-99.27718999999999, 41.595945], [-99.276124, 41.594228], [-99.27563699999999, 41.593771], [-99.273496, 41.592555999999995], [-99.273319, 41.592151], [-99.27368799999999, 41.590905], [-99.273646, 41.590534999999996], [-99.27317099999999, 41.590041], [-99.27286699999999, 41.588805], [-99.27417799999999, 41.586608999999996], [-99.274148, 41.585876999999996], [-99.27350899999999, 41.584275], [-99.273663, 41.581416], [-99.272933, 41.580225999999996], [-99.271379, 41.579057999999996], [-99.269095, 41.578142], [-99.266475, 41.576768], [-99.265317, 41.576402], [-99.264708, 41.576378999999996], [-99.262666, 41.576744], [-99.261691, 41.576561], [-99.260747, 41.576170999999995], [-99.259621, 41.575323999999995], [-99.25861599999999, 41.574248], [-99.258403, 41.573676], [-99.258343, 41.572738], [-99.25864899999999, 41.571549], [-99.25868, 41.570451], [-99.258377, 41.569078], [-99.258439, 41.567040999999996], [-99.25816599999999, 41.566195], [-99.25710099999999, 41.564569999999996], [-99.25509199999999, 41.562577999999995], [-99.24995899999999, 41.558434999999996], [-99.249377, 41.557345], [-99.249355, 41.556903], [-99.249055, 41.556571], [-99.24824199999999, 41.554341], [-99.246928, 41.549332], [-99.246134, 41.547319], [-99.244304, 41.543911], [-99.244151, 41.542857999999995], [-99.243907, 41.542401], [-99.243967, 41.540845], [-99.244422, 41.539677999999995], [-99.244818, 41.539426], [-99.245853, 41.539197], [-99.24649199999999, 41.538692999999995], [-99.24670499999999, 41.538007], [-99.24801199999999, 41.536107], [-99.248103, 41.535626], [-99.24703699999999, 41.534689], [-99.246701, 41.534003], [-99.246517, 41.532584], [-99.24879399999999, 41.525262], [-99.24918, 41.524443], [-99.25037599999999, 41.524287], [-99.260753, 41.524207], [-99.26136799999999, 41.524484], [-99.26952, 41.524453], [-99.26995699999999, 41.524612], [-99.275449, 41.524207], [-99.32782399999999, 41.524488999999996], [-99.327643, 41.500007], [-99.32807299999999, 41.48112], [-99.385762, 41.481497], [-99.424054, 41.482028], [-99.44292899999999, 41.48198], [-99.443056, 41.491659], [-99.44302599999999, 41.494606999999995], [-99.442831, 41.495193], [-99.44303, 41.49716], [-99.44344, 41.568262], [-99.439145, 41.568205999999996], [-99.434203, 41.56843], [-99.433135, 41.568270999999996]]]}"|NE|3104118P,3104114P,3104119P,310419P,310415P,3104126P
3104122P|Delight Precinct|NE03|698|550|330.0|0.313719|"{""type"": ""Polygon"", ""coordinates"": [[[-99.926621, 41.321137], [-99.919731, 41.321241], [-99.892596, 41.321113], [-99.89282999999999, 41.299926], [-99.892557, 41.294171], [-99.892427, 41.293876999999995], [-99.89273399999999, 41.266009], [-99.892609, 41.254197999999995], [-99.89292999999999, 41.239796999999996], [-99.892928, 41.212771], [-99.893282, 41.176075], [-99.930208, 41.175917999999996], [-99.941324, 41.175650999999995], [-99.9422, 41.175826], [-99.95567799999999, 41.175861999999995], [-99.95652, 41.176003], [-100.000401, 41.176370999999996], [-100.006724, 41.176714], [-100.026108, 41.176784999999995], [-100.026051, 41.187219], [-100.025831, 41.195003], [-100.025954, 41.196619999999996], [-100.025909, 41.213873], [-100.026044, 41.21985], [-100.025856, 41.223937], [-100.025704, 41.263664999999996], [-100.063788, 41.264013999999996], [-100.06364, 41.321168], [-100.049253, 41.321317], [-100.046225, 41.321241], [-100.045298, 41.320931], [-100.033953, 41.321166999999996], [-100.008073, 41.320918], [-100.000399, 41.321168], [-99.973434, 41.320862999999996], [-99.973002, 41.320979], [-99.940809, 41.321093], [-99.93981699999999, 41.321048], [-99.939116, 41.320834], [-99.926621, 41.321137]]]}"|NE|3104128P,3104129P,3104120P,3104123P,3104116P,3104115P
3104123P|Custer Precinct|NE03|101|70|34.0|0.288584|"{""type"": ""Polygon"", ""coordinates"": [[[-99.73494199999999, 41.219826], [-99.740437, 41.220416], [-99.74432, 41.220106], [-99.74726, 41.220258], [-99.749606, 41.219876], [-99.76829, 41.219736], [-99.841415, 41.219605], [-99.892943, 41.219693], [-99.89292999999999, 41.239796999999996], [-99.892645, 41.249781], [-99.89273399999999, 41.266009], [-99.892427, 41.293876999999995], [-99.892557, 41.294171], [-99.89282999999999, 41.299926], [-99.89273, 41.306466], [-99.882792, 41.306743999999995], [-99.88114399999999, 41.306523999999996], [-99.87996199999999, 41.306689999999996], [-99.877665, 41.30649], [-99.86622799999999, 41.306568999999996], [-99.85727399999999, 41.306428], [-99.85345, 41.306657], [-99.83029599999999, 41.306742], [-99.828901, 41.306551999999996], [-99.82351899999999, 41.306599], [-99.819778, 41.306439], [-99.81493599999999, 41.306523], [-99.814931, 41.306675], [-99.765366, 41.306441], [-99.75790099999999, 41.306801], [-99.757921, 41.30657], [-99.7202, 41.306591], [-99.720152, 41.288714], [-99.720919, 41.250007], [-99.720607, 41.249488], [-99.72033599999999, 41.219715], [-99.73494199999999, 41.219826]]]}"|NE|3104129P,3104122P,3104130P,3104116P,3104124P
