id|name|district_id|population|voting_population|total_votes|average_democrat_votes|geometry|state_id|neighbors
0900303-189|Windsor 7|CT01|2565|2049|2006.0|0.646898|"{""type"": ""Polygon"", ""coordinates"": [[[-72.736064, 41.891925], [-72.737729, 41.892607999999996], [-72.729225, 41.915589], [-72.722212, 41.927928], [-72.71813999999999, 41.927606], [-72.713636, 41.926997], [-72.70464199999999, 41.924983], [-72.695906, 41.922430999999996], [-72.69485999999999, 41.921127], [-72.693223, 41.920093], [-72.68846599999999, 41.918600000000005], [-72.686137, 41.918098], [-72.67956099999999, 41.917566], [-72.676003, 41.916689999999996], [-72.674397, 41.916039999999995], [-72.672693, 41.915034], [-72.66508499999999, 41.90963], [-72.662887, 41.908318], [-72.66096399999999, 41.907421], [-72.652519, 41.90453], [-72.649896, 41.903425999999996], [-72.642748, 41.900098], [-72.64193399999999, 41.899197], [-72.640153, 41.897856999999995], [-72.64264299999999, 41.894853], [-72.644931, 41.896547], [-72.645718, 41.896301], [-72.651997, 41.896684], [-72.65388399999999, 41.896404], [-72.655718, 41.89671], [-72.659279, 41.896812], [-72.664188, 41.897507999999995], [-72.665928, 41.897458], [-72.667793, 41.897808], [-72.667968, 41.897937999999996], [-72.667883, 41.898458999999995], [-72.66833199999999, 41.898505], [-72.668106, 41.899502999999996], [-72.66824799999999, 41.899771], [-72.66805, 41.8999], [-72.66846799999999, 41.900312], [-72.669196, 41.900718], [-72.669871, 41.900845], [-72.670767, 41.901475999999995], [-72.673059, 41.902474999999995], [-72.675636, 41.902606999999996], [-72.677902, 41.902195], [-72.679169, 41.901443], [-72.679114, 41.901160999999995], [-72.679509, 41.900923], [-72.67972999999999, 41.90027], [-72.680315, 41.899932], [-72.680652, 41.899938999999996], [-72.68093, 41.899665], [-72.68324799999999, 41.899704], [-72.684431, 41.899983999999996], [-72.6851, 41.900692], [-72.686047, 41.900852], [-72.686539, 41.901164], [-72.68642899999999, 41.902195999999996], [-72.685805, 41.903957999999996], [-72.68601, 41.906071], [-72.686363, 41.907108], [-72.686833, 41.907289], [-72.687465, 41.907810999999995], [-72.68786899999999, 41.908634], [-72.687685, 41.909214999999996], [-72.687825, 41.909858], [-72.687428, 41.910264], [-72.687325, 41.910725], [-72.687472, 41.911668999999996], [-72.689877, 41.914398999999996], [-72.690246, 41.914406], [-72.689857, 41.914671999999996], [-72.691281, 41.915361999999995], [-72.692746, 41.915295], [-72.695951, 41.916036999999996], [-72.697678, 41.915543], [-72.699317, 41.915487999999996], [-72.70026399999999, 41.915696], [-72.70059499999999, 41.916059], [-72.7005, 41.916317], [-72.700845, 41.916201], [-72.700794, 41.915822999999996], [-72.70094, 41.915718], [-72.701359, 41.915794999999996], [-72.701712, 41.915592], [-72.70255, 41.915625], [-72.703101, 41.915197], [-72.70420299999999, 41.915471], [-72.704482, 41.915866], [-72.704651, 41.915509], [-72.704894, 41.915431999999996], [-72.70389399999999, 41.914998999999995], [-72.705356, 41.913731], [-72.705613, 41.913308], [-72.705995, 41.913177], [-72.70636999999999, 41.912743], [-72.707332, 41.912112], [-72.70880799999999, 41.908122], [-72.70924099999999, 41.907589], [-72.709564, 41.907529], [-72.709513, 41.907243], [-72.710533, 41.905761], [-72.71148099999999, 41.904933], [-72.712259, 41.904531999999996], [-72.713787, 41.904125], [-72.71400799999999, 41.903801], [-72.714595, 41.903906], [-72.714867, 41.903269], [-72.716196, 41.902077999999996], [-72.716967, 41.901606], [-72.71750999999999, 41.900102], [-72.71673899999999, 41.900628999999995], [-72.716915, 41.898762999999995], [-72.717413, 41.897110999999995], [-72.718045, 41.896298], [-72.720762, 41.895315], [-72.721871, 41.895182999999996], [-72.72290000000001, 41.895374], [-72.72466299999999, 41.895039], [-72.726006, 41.894466], [-72.726952, 41.894248999999995], [-72.727997, 41.893749], [-72.729263, 41.892879], [-72.73046099999999, 41.891253999999996], [-72.731222, 41.890884], [-72.733688, 41.890766], [-72.736064, 41.891925]]]}"|CT|0900303-188,0900303-191,0900303-183,0900303-028,0900303-027
0900303-109|New Britain 11|CT05|4660|3644|1681.0|0.850957|"{""type"": ""Polygon"", ""coordinates"": [[[-72.79138999999999, 41.681092], [-72.791926, 41.681056999999996], [-72.791894, 41.682266999999996], [-72.789092, 41.682404], [-72.788789, 41.67924], [-72.787444, 41.678398], [-72.786806, 41.677591], [-72.786282, 41.675298], [-72.785688, 41.670967], [-72.78706199999999, 41.67093], [-72.787221, 41.671695], [-72.79064199999999, 41.671271], [-72.79098499999999, 41.672903], [-72.79226, 41.67276], [-72.791643, 41.669824999999996], [-72.793487, 41.669723], [-72.79347299999999, 41.67029], [-72.794963, 41.670358], [-72.794716, 41.672672999999996], [-72.795642, 41.672728], [-72.79618599999999, 41.671517], [-72.79636099999999, 41.66975], [-72.797943, 41.669751], [-72.79893, 41.669916], [-72.798621, 41.673922], [-72.797005, 41.673826999999996], [-72.796396, 41.678222999999996], [-72.793584, 41.678402999999996], [-72.793779, 41.680555], [-72.791343, 41.680718], [-72.79138999999999, 41.681092]]]}"|CT|0900303-108,0900303-105,0900303-110,0900303-111
0900303-110|New Britain 12|CT05|4126|3406|1735.0|0.842342|"{""type"": ""Polygon"", ""coordinates"": [[[-72.766132, 41.690996999999996], [-72.76435599999999, 41.6912], [-72.763572, 41.691589], [-72.761855, 41.691254], [-72.762388, 41.691188], [-72.762756, 41.691244], [-72.76277999999999, 41.691404], [-72.763319, 41.691427], [-72.763656, 41.691306999999995], [-72.76492999999999, 41.689937], [-72.767217, 41.688547], [-72.77038, 41.688449], [-72.76991699999999, 41.68737], [-72.771507, 41.687186], [-72.771148, 41.685258], [-72.774416, 41.684917], [-72.774044, 41.682896], [-72.776213, 41.68266], [-72.775505, 41.678323999999996], [-72.77683999999999, 41.678187], [-72.777576, 41.682519], [-72.783056, 41.681944], [-72.7826, 41.679133], [-72.78504199999999, 41.677761], [-72.78640399999999, 41.678788], [-72.786999, 41.679524], [-72.788832, 41.679393999999995], [-72.789092, 41.682404], [-72.788055, 41.682468], [-72.78832799999999, 41.684418], [-72.78710199999999, 41.685859], [-72.78470999999999, 41.686448], [-72.78429299999999, 41.685566], [-72.78343, 41.686893], [-72.780689, 41.687321999999995], [-72.77274899999999, 41.688172], [-72.773232, 41.690614], [-72.770991, 41.690857], [-72.77114, 41.691438], [-72.767789, 41.691837], [-72.76676499999999, 41.691102], [-72.766132, 41.690996999999996]]]}"|CT|0900303-105,0900303-109,0900303-106,0900303-107,0900303-111
0900303-116|Newington 3|CT01|2803|2340|1960.0|0.722173|"{""type"": ""Polygon"", ""coordinates"": [[[-72.731639, 41.7218], [-72.740107, 41.711185], [-72.751999, 41.699051999999995], [-72.752855, 41.697953], [-72.753207, 41.697162999999996], [-72.754206, 41.694055999999996], [-72.757104, 41.693759], [-72.758241, 41.693436], [-72.761178, 41.710544999999996], [-72.76223399999999, 41.717524], [-72.762179, 41.718340999999995], [-72.759455, 41.718382], [-72.740518, 41.721056], [-72.73924, 41.720976], [-72.733435, 41.721503], [-72.731639, 41.7218]]]}"|CT|0900303-048,0900303-165,0900303-161,0900303-119,0900303-107,0900303-111,0900303-120
0900303-115|Newington 2|CT01|6248|5089|4428.0|0.715475|"{""type"": ""Polygon"", ""coordinates"": [[[-72.716374, 41.694094], [-72.715065, 41.694249], [-72.715046, 41.694961], [-72.70519, 41.6953], [-72.70308299999999, 41.688333], [-72.702964, 41.687225999999995], [-72.700868, 41.67747], [-72.701053, 41.677324999999996], [-72.700364, 41.674572999999995], [-72.70694, 41.673714], [-72.70627999999999, 41.670781999999996], [-72.707257, 41.670254], [-72.70826699999999, 41.669964], [-72.715931, 41.669114], [-72.717012, 41.669336], [-72.717754, 41.669703], [-72.718307, 41.670518], [-72.723252, 41.670031], [-72.72671799999999, 41.668814], [-72.727869, 41.668647], [-72.72986399999999, 41.679479], [-72.725414, 41.680057999999995], [-72.72356599999999, 41.68005], [-72.72313799999999, 41.680243], [-72.722612, 41.680819], [-72.721978, 41.680924999999995], [-72.72226599999999, 41.682935], [-72.721856, 41.685707], [-72.72124099999999, 41.687249], [-72.722341, 41.693034], [-72.722038, 41.693424], [-72.722061, 41.693625999999995], [-72.71643499999999, 41.694368999999995], [-72.716374, 41.694094]]]}"|CT|0900303-118,0900303-121,0900303-173,0900303-114,0900303-174
0900303-114|Newington 1|CT01|4430|3542|3153.0|0.714718|"{""type"": ""Polygon"", ""coordinates"": [[[-72.716374, 41.694094], [-72.71643499999999, 41.694368999999995], [-72.722061, 41.693625999999995], [-72.722038, 41.693424], [-72.722341, 41.693034], [-72.72124099999999, 41.687249], [-72.721856, 41.685707], [-72.72226599999999, 41.682935], [-72.721978, 41.680924999999995], [-72.722612, 41.680819], [-72.72313799999999, 41.680243], [-72.72356599999999, 41.68005], [-72.725414, 41.680057999999995], [-72.72986399999999, 41.679479], [-72.729148, 41.675422999999995], [-72.732455, 41.674693999999995], [-72.740731, 41.673815], [-72.74171799999999, 41.676072999999995], [-72.74246, 41.679565], [-72.74504499999999, 41.693605999999996], [-72.745171, 41.695291999999995], [-72.7428, 41.695741], [-72.730869, 41.697044], [-72.728903, 41.697464], [-72.719585, 41.698404], [-72.71709, 41.699642], [-72.716089, 41.699844], [-72.714238, 41.699677], [-72.711767, 41.698485], [-72.709409, 41.697796], [-72.70743999999999, 41.697686999999995], [-72.705349, 41.698054], [-72.704846, 41.696974999999995], [-72.70519, 41.6953], [-72.715046, 41.694961], [-72.715065, 41.694249], [-72.716374, 41.694094]]]}"|CT|0900303-118,0900303-119,0900303-115,0900303-174,0900303-120,0900303-117
0900303-027|East Granby 61|CT01|759|576|468.0|0.569721|"{""type"": ""Polygon"", ""coordinates"": [[[-72.720852, 41.962174999999995], [-72.71999, 41.964819999999996], [-72.719746, 41.96713], [-72.718786, 41.972448], [-72.71772399999999, 41.976039], [-72.708522, 41.973828999999995], [-72.707622, 41.973352999999996], [-72.71183599999999, 41.960819], [-72.716169, 41.949804], [-72.704318, 41.949265], [-72.687636, 41.948096], [-72.69342999999999, 41.929595], [-72.693535, 41.928495999999996], [-72.69535499999999, 41.922275], [-72.703503, 41.924696999999995], [-72.71334399999999, 41.926941], [-72.71813999999999, 41.927606], [-72.722212, 41.927928], [-72.729225, 41.915589], [-72.729646, 41.914345], [-72.73833499999999, 41.91682], [-72.739141, 41.917001], [-72.73998999999999, 41.916936], [-72.738615, 41.917995999999995], [-72.73805, 41.918714], [-72.73628099999999, 41.922588], [-72.734582, 41.927192999999995], [-72.733812, 41.928545], [-72.732378, 41.929711999999995], [-72.731297, 41.932590999999995], [-72.730727, 41.935001], [-72.72901499999999, 41.937971], [-72.727899, 41.941049], [-72.72649799999999, 41.942809], [-72.72540000000001, 41.943816999999996], [-72.724789, 41.944843], [-72.724351, 41.946214], [-72.723845, 41.951008], [-72.723247, 41.95513], [-72.722843, 41.956618], [-72.722712, 41.958551], [-72.72169, 41.960269], [-72.720852, 41.962174999999995]]]}"|CT|0900303-191,0900303-190,0900303-189,0900303-028,0900303-152
0900303-152|Suffield 1|CT02|15735|12558|9386.0|0.48396|"{""type"": ""Polygon"", ""coordinates"": [[[-72.647185, 42.032787], [-72.636833, 42.031994999999995], [-72.618134, 42.031095], [-72.610833, 42.030995], [-72.607933, 42.030795], [-72.604905, 42.011908], [-72.607533, 41.999296], [-72.603579, 41.989771], [-72.607033, 41.973796], [-72.609533, 41.964895], [-72.611634, 41.960786999999996], [-72.613101, 41.946971], [-72.613964, 41.943467999999996], [-72.624534, 41.943891], [-72.633254, 41.944548], [-72.637678, 41.944717], [-72.651744, 41.946083], [-72.65951199999999, 41.946307], [-72.670974, 41.946957999999995], [-72.704318, 41.949265], [-72.716169, 41.949804], [-72.71183599999999, 41.960819], [-72.707622, 41.973352999999996], [-72.708522, 41.973828999999995], [-72.71772399999999, 41.976039], [-72.728257, 41.978186], [-72.778412, 41.989439999999995], [-72.774739, 42.002195], [-72.766738, 42.002995], [-72.766139, 42.007873], [-72.765238, 42.008326], [-72.76255499999999, 42.0086], [-72.76177299999999, 42.008981999999996], [-72.761473, 42.009308], [-72.761366, 42.009879999999995], [-72.76194799999999, 42.010217], [-72.76241499999999, 42.011343], [-72.76307299999999, 42.012076], [-72.76321899999999, 42.012716], [-72.762689, 42.013692999999996], [-72.76155399999999, 42.014281], [-72.760978, 42.014813], [-72.76079399999999, 42.015419], [-72.75985899999999, 42.016568], [-72.75971899999999, 42.01703], [-72.75988, 42.017390999999996], [-72.76009499999999, 42.017488], [-72.760998, 42.017294], [-72.761933, 42.017706], [-72.762309, 42.018118], [-72.762807, 42.019742], [-72.764439, 42.020050999999995], [-72.76529099999999, 42.01961], [-72.76553799999999, 42.019647], [-72.765569, 42.0199], [-72.765275, 42.0204], [-72.764608, 42.020708], [-72.76444599999999, 42.021370999999995], [-72.764622, 42.021679999999996], [-72.765159, 42.021829], [-72.765258, 42.022115], [-72.765036, 42.022452], [-72.76393999999999, 42.021937], [-72.76366399999999, 42.021159999999995], [-72.763542, 42.021148], [-72.762337, 42.021879], [-72.761555, 42.022594], [-72.760627, 42.022701999999995], [-72.759585, 42.022255], [-72.759202, 42.021684], [-72.75910999999999, 42.021077999999996], [-72.758512, 42.020843], [-72.757071, 42.021122], [-72.75642599999999, 42.021927999999996], [-72.756671, 42.022757], [-72.755965, 42.023959], [-72.755703, 42.024786], [-72.75452899999999, 42.025717], [-72.753776, 42.027203], [-72.752533, 42.028242999999996], [-72.75176499999999, 42.029792], [-72.75204, 42.030643999999995], [-72.75370199999999, 42.032063], [-72.75511999999999, 42.032731999999996], [-72.757175, 42.033345], [-72.75679099999999, 42.034178999999995], [-72.756008, 42.035115999999995], [-72.755994, 42.036186], [-72.718937, 42.036595], [-72.715637, 42.036494999999995], [-72.714337, 42.036595], [-72.714137, 42.036895], [-72.696388, 42.036801], [-72.678434, 42.035595], [-72.647185, 42.032787]]]}"|CT|0900303-190,0900303-040,0900303-041,0900303-046,0900303-028,0900303-027,0900303-060
0900303-032|East Hartford 4|CT01|10077|7613|5731.0|0.858229|"{""type"": ""Polygon"", ""coordinates"": [[[-72.665114, 41.765761999999995], [-72.664908, 41.769528], [-72.66416, 41.772189999999995], [-72.65793599999999, 41.776899], [-72.655576, 41.775338999999995], [-72.65394599999999, 41.774826], [-72.652716, 41.77467], [-72.638998, 41.7761], [-72.64066199999999, 41.774038999999995], [-72.62528999999999, 41.776122], [-72.624991, 41.776385], [-72.62454, 41.777766], [-72.624347, 41.777955999999996], [-72.620244, 41.778119], [-72.61988, 41.773381], [-72.61959399999999, 41.77165], [-72.61744999999999, 41.763338], [-72.60024, 41.765747999999995], [-72.59961, 41.760335999999995], [-72.600397, 41.757435], [-72.601421, 41.754875999999996], [-72.60472299999999, 41.756448999999996], [-72.623148, 41.750754], [-72.622644, 41.747692], [-72.622334, 41.747749999999996], [-72.62250999999999, 41.747451999999996], [-72.622033, 41.74737], [-72.622231, 41.747181], [-72.622556, 41.747158999999996], [-72.62231899999999, 41.745171], [-72.62177799999999, 41.744448999999996], [-72.632848, 41.742902], [-72.634475, 41.745681999999995], [-72.636088, 41.747363], [-72.638472, 41.749289999999995], [-72.638888, 41.749866], [-72.639631, 41.751625], [-72.642865, 41.750600999999996], [-72.643052, 41.750519], [-72.64294, 41.750186], [-72.643366, 41.750113999999996], [-72.649036, 41.7502], [-72.655936, 41.7543], [-72.658036, 41.756198999999995], [-72.66133599999999, 41.758699], [-72.665114, 41.765761999999995]]]}"|CT|0900303-029,0900303-077,0900303-033,0900303-069,0900303-034,0900303-035,0900303-072,0900303-031,0900303-076,0900303-073
0900303-029|East Hartford 1|CT01|8304|6012|4627.0|0.85757|"{""type"": ""Polygon"", ""coordinates"": [[[-72.618658, 41.799018], [-72.616796, 41.799129], [-72.618905, 41.794972], [-72.618349, 41.794467999999995], [-72.61698, 41.790222], [-72.616633, 41.789673], [-72.6152, 41.788216999999996], [-72.610731, 41.779229], [-72.61766399999999, 41.778126], [-72.624264, 41.777978999999995], [-72.62450799999999, 41.777828], [-72.624991, 41.776385], [-72.62528999999999, 41.776122], [-72.64066199999999, 41.774038999999995], [-72.638998, 41.7761], [-72.652716, 41.77467], [-72.65394599999999, 41.774826], [-72.655576, 41.775338999999995], [-72.65793599999999, 41.776899], [-72.651836, 41.778999], [-72.645935, 41.785899], [-72.645235, 41.791298999999995], [-72.646035, 41.797599], [-72.639895, 41.798286999999995], [-72.627787, 41.798905999999995], [-72.625013, 41.798736], [-72.618658, 41.799018]]]}"|CT|0900303-030,0900303-077,0900303-139,0900303-032,0900303-031,0900303-076
0900303-139|South Windsor 1|CT01|1315|1069|884.0|0.69186|"{""type"": ""Polygon"", ""coordinates"": [[[-72.61788299999999, 41.799065999999996], [-72.625013, 41.798736], [-72.627787, 41.798905999999995], [-72.639895, 41.798286999999995], [-72.646035, 41.797599], [-72.64564, 41.805834], [-72.644254, 41.813064999999995], [-72.640394, 41.825238999999996], [-72.638927, 41.828753], [-72.63723399999999, 41.830534], [-72.635049, 41.829253], [-72.627409, 41.826612], [-72.620672, 41.824048], [-72.62097899999999, 41.823473], [-72.61974099999999, 41.822998], [-72.60675499999999, 41.818439], [-72.601986, 41.817239], [-72.599891, 41.816029], [-72.591332, 41.813151], [-72.59235799999999, 41.810573999999995], [-72.594863, 41.802308], [-72.595044, 41.800108], [-72.61788299999999, 41.799065999999996]]]}"|CT|0900303-029,0900303-030,0900303-077,0900303-137,0900303-187,0900303-135
0900303-174|Wethersfield 10|CT01|3691|2847|2748.0|0.631579|"{""type"": ""Polygon"", ""coordinates"": [[[-72.69826499999999, 41.682984999999995], [-72.70193499999999, 41.682634], [-72.702964, 41.687225999999995], [-72.70308299999999, 41.688333], [-72.70519, 41.6953], [-72.704846, 41.696974999999995], [-72.705349, 41.698054], [-72.705387, 41.698448], [-72.7052, 41.698839], [-72.705438, 41.69923], [-72.706315, 41.703007], [-72.702958, 41.703337999999995], [-72.699545, 41.710071], [-72.698475, 41.710096], [-72.693651, 41.710784], [-72.691965, 41.711583], [-72.69068399999999, 41.711901], [-72.68983399999999, 41.708892999999996], [-72.68618699999999, 41.700919], [-72.681631, 41.694313], [-72.680277, 41.691921], [-72.682862, 41.691438999999995], [-72.68663699999999, 41.689479999999996], [-72.687884, 41.689032999999995], [-72.694478, 41.688226], [-72.69737099999999, 41.688694], [-72.697554, 41.688157], [-72.696483, 41.683502], [-72.696461, 41.682638999999995], [-72.69826499999999, 41.682984999999995]]]}"|CT|0900303-115,0900303-173,0900303-114,0900303-181,0900303-117,0900303-182
0900303-173|Wethersfield 1|CT01|3103|2403|2464.0|0.61|"{""type"": ""Polygon"", ""coordinates"": [[[-72.69956599999999, 41.682950999999996], [-72.698152, 41.682978], [-72.696461, 41.682638999999995], [-72.696483, 41.683502], [-72.697554, 41.688157], [-72.69737099999999, 41.688694], [-72.694478, 41.688226], [-72.687884, 41.689032999999995], [-72.68663699999999, 41.689479999999996], [-72.682862, 41.691438999999995], [-72.680277, 41.691921], [-72.681202, 41.693638], [-72.682886, 41.696166999999996], [-72.676762, 41.697292999999995], [-72.67471499999999, 41.697837], [-72.674021, 41.697852999999995], [-72.668246, 41.69896], [-72.668244, 41.697786], [-72.667616, 41.69504], [-72.66839499999999, 41.694178], [-72.67066799999999, 41.693723], [-72.670324, 41.692693], [-72.67170399999999, 41.687852], [-72.672314, 41.684751], [-72.68351899999999, 41.682590999999995], [-72.68775, 41.681954999999995], [-72.68878099999999, 41.681626], [-72.689713, 41.680887], [-72.690246, 41.679479], [-72.688374, 41.670994], [-72.70603899999999, 41.668799], [-72.70653399999999, 41.670628], [-72.70627999999999, 41.670781999999996], [-72.70694, 41.673714], [-72.700364, 41.674572999999995], [-72.701053, 41.677324999999996], [-72.700868, 41.67747], [-72.70193499999999, 41.682634], [-72.69956599999999, 41.682950999999996]]]}"|CT|0900303-179,0900303-126,0900303-121,0900303-177,0900303-115,0900303-174,0900303-181
0900303-120|Newington 7|CT01|3474|2710|2376.0|0.710345|"{""type"": ""Polygon"", ""coordinates"": [[[-72.725278, 41.704606999999996], [-72.724321, 41.699264], [-72.723906, 41.697983], [-72.728903, 41.697464], [-72.730869, 41.697044], [-72.73356, 41.696717], [-72.7428, 41.695741], [-72.74609699999999, 41.695111], [-72.754206, 41.694055999999996], [-72.753207, 41.697162999999996], [-72.752855, 41.697953], [-72.751999, 41.699051999999995], [-72.740107, 41.711185], [-72.731639, 41.7218], [-72.72612, 41.722376], [-72.72707299999999, 41.719643999999995], [-72.72725299999999, 41.717245], [-72.726202, 41.712443], [-72.72581199999999, 41.711565], [-72.7256, 41.709477], [-72.72558599999999, 41.706247], [-72.725278, 41.704606999999996]]]}"|CT|0900303-161,0900303-119,0900303-114,0900303-116,0900303-117
0900303-151|Southington 9|CT01|3399|2594|2590.0|0.570571|"{""type"": ""Polygon"", ""coordinates"": [[[-72.838944, 41.638376], [-72.839606, 41.638352], [-72.839569, 41.635708], [-72.838612, 41.635782], [-72.83776499999999, 41.634361], [-72.837242, 41.634008], [-72.838486, 41.634105999999996], [-72.838723, 41.633817], [-72.839112, 41.633724], [-72.839553, 41.632801], [-72.839393, 41.632616], [-72.838996, 41.632677], [-72.840621, 41.629757999999995], [-72.841617, 41.628975], [-72.842322, 41.628913], [-72.842409, 41.629096], [-72.843644, 41.628992], [-72.843661, 41.628797999999996], [-72.845286, 41.629523], [-72.845805, 41.629433999999996], [-72.846276, 41.628831999999996], [-72.84746299999999, 41.629174], [-72.84861099999999, 41.628887999999996], [-72.84976, 41.629157], [-72.85074, 41.628794], [-72.85114, 41.62845], [-72.85099, 41.627297], [-72.852165, 41.62692], [-72.854106, 41.626819], [-72.85456099999999, 41.626996999999996], [-72.855593, 41.626742], [-72.858898, 41.626571999999996], [-72.858869, 41.625285], [-72.859279, 41.6253], [-72.85931099999999, 41.624424999999995], [-72.85884999999999, 41.624409], [-72.858834, 41.62368], [-72.859358, 41.623653999999995], [-72.859428, 41.622546], [-72.858811, 41.622578999999995], [-72.858767, 41.620535], [-72.858936, 41.620022999999996], [-72.859208, 41.619662], [-72.859465, 41.619675], [-72.860148, 41.618834], [-72.86330099999999, 41.618621999999995], [-72.864622, 41.618261], [-72.864801, 41.618794], [-72.864589, 41.618845], [-72.86607099999999, 41.622735], [-72.865765, 41.623881999999995], [-72.866322, 41.62393], [-72.86662199999999, 41.624286], [-72.866542, 41.624556], [-72.866066, 41.624680999999995], [-72.86584599999999, 41.625881], [-72.865139, 41.626228], [-72.864865, 41.627258], [-72.872728, 41.626607], [-72.873578, 41.627412], [-72.873621, 41.635084], [-72.873868, 41.637975999999995], [-72.874029, 41.644245999999995], [-72.874742, 41.644883], [-72.87512699999999, 41.646502], [-72.874881, 41.650304999999996], [-72.864595, 41.651232], [-72.846766, 41.653408999999996], [-72.82257299999999, 41.65571], [-72.820739, 41.655715], [-72.819441, 41.645806], [-72.821182, 41.64501], [-72.824066, 41.642818], [-72.825541, 41.642412], [-72.826043, 41.641746999999995], [-72.826554, 41.641414], [-72.828307, 41.640910999999996], [-72.832979, 41.639054], [-72.837362, 41.638901], [-72.838049, 41.638714], [-72.838264, 41.638490999999995], [-72.838944, 41.638376]]]}"|CT|0900303-150,0900303-148,0900303-149,0900303-147,0900303-141,0900303-097,0900303-122,0900303-123
0900303-141|Southington 10|CT01|2576|2097|1690.0|0.589888|"{""type"": ""Polygon"", ""coordinates"": [[[-72.917414, 41.618725], [-72.919236, 41.618466999999995], [-72.919504, 41.61899], [-72.921412, 41.618835], [-72.921306, 41.618655], [-72.921438, 41.614906], [-72.921809, 41.61476], [-72.92190699999999, 41.610617999999995], [-72.92383099999999, 41.607368], [-72.925665, 41.607278], [-72.926287, 41.607454], [-72.926908, 41.607866], [-72.92806399999999, 41.607811], [-72.929095, 41.608036], [-72.929271, 41.607932], [-72.9293, 41.607427], [-72.92967999999999, 41.606581], [-72.929724, 41.605922], [-72.930149, 41.605745999999996], [-72.93217, 41.606378], [-72.93229099999999, 41.606092], [-72.932694, 41.60595], [-72.933132, 41.606586], [-72.93375999999999, 41.607108], [-72.933644, 41.607794], [-72.934046, 41.612195], [-72.934637, 41.614954], [-72.938147, 41.640297], [-72.938501, 41.644310999999995], [-72.92860399999999, 41.645454], [-72.928133, 41.643353], [-72.927779, 41.640724999999996], [-72.921954, 41.64114], [-72.921947, 41.64214], [-72.92213, 41.642846], [-72.922623, 41.643628], [-72.923649, 41.644341999999995], [-72.923906, 41.644957999999995], [-72.92391099999999, 41.645492], [-72.91011999999999, 41.647115], [-72.901536, 41.647613], [-72.874881, 41.650304999999996], [-72.87512699999999, 41.646502], [-72.874742, 41.644883], [-72.874029, 41.644245999999995], [-72.873868, 41.637975999999995], [-72.873621, 41.635084], [-72.87365, 41.62843], [-72.873153, 41.624292], [-72.87321899999999, 41.621764], [-72.879668, 41.621013999999995], [-72.880996, 41.621015], [-72.886791, 41.62047], [-72.886501, 41.618722999999996], [-72.886493, 41.617309], [-72.888661, 41.617276], [-72.888583, 41.616333], [-72.890215, 41.615583], [-72.890827, 41.615013999999995], [-72.891206, 41.614078], [-72.890759, 41.611621], [-72.897667, 41.610844], [-72.898888, 41.610115], [-72.898848, 41.611000000000004], [-72.899576, 41.610352999999996], [-72.90096199999999, 41.60819], [-72.904164, 41.607696], [-72.904478, 41.607991999999996], [-72.904983, 41.608112999999996], [-72.904895, 41.608551999999996], [-72.9051, 41.608936], [-72.906109, 41.609398], [-72.905874, 41.609595], [-72.905925, 41.6101], [-72.905757, 41.610313999999995], [-72.906093, 41.610743], [-72.90703599999999, 41.611281], [-72.907116, 41.611757999999995], [-72.907489, 41.612154], [-72.907628, 41.612674999999996], [-72.908081, 41.613032], [-72.908439, 41.614086], [-72.90943399999999, 41.61463], [-72.90966, 41.615106999999995], [-72.909243, 41.615804], [-72.91058799999999, 41.616875], [-72.91095299999999, 41.617731], [-72.91168499999999, 41.617913], [-72.911992, 41.618373999999996], [-72.91244499999999, 41.61839], [-72.91266499999999, 41.61861], [-72.913001, 41.618648], [-72.913381, 41.61906], [-72.91373999999999, 41.618950999999996], [-72.91413399999999, 41.619372999999996], [-72.91476899999999, 41.619701], [-72.914847, 41.619268999999996], [-72.915308, 41.619091999999995], [-72.91658, 41.618905999999996], [-72.916676, 41.619152], [-72.917315, 41.619095], [-72.917414, 41.618725]]]}"|CT|0900303-150,0900303-142,0900909-199,0900303-151,0900303-024,0900303-023,0900303-123
0900303-177|Wethersfield 4|CT01|2617|2012|1970.0|0.613481|"{""type"": ""Polygon"", ""coordinates"": [[[-72.669062, 41.682344], [-72.665223, 41.680561999999995], [-72.66696999999999, 41.672641], [-72.667743, 41.671507999999996], [-72.669826, 41.669951999999995], [-72.671746, 41.6696], [-72.677088, 41.669922], [-72.682407, 41.670837], [-72.68283199999999, 41.671094], [-72.683111, 41.671851], [-72.688374, 41.670994], [-72.690246, 41.679479], [-72.689713, 41.680887], [-72.68878099999999, 41.681626], [-72.68775, 41.681954999999995], [-72.68351899999999, 41.682590999999995], [-72.672314, 41.684751], [-72.672366, 41.683886], [-72.672034, 41.683347], [-72.669062, 41.682344]]]}"|CT|0900303-128,0900303-179,0900303-126,0900303-173
